surface,symbol,_id,entrezgene,ensembl_id,pdb_id,name
collagens,PHALS_03947,36399002,36399002,,,"Collagens (type IV and type XIII), and related proteins"
collagens,PHALS_12437,36407492,36407492,,,"Collagens (type IV and type XIII), and related proteins"
collagens,PHALS_09899,36404954,36404954,,,"Collagens (type IV and type XIII), and related proteins"
color vision red pigment,red,41738,41738,FBgn0285913,,red Malpighian tubules
color vision red pigment,red,2658890,2658890,,,hypothetical protein
connexin 43,43,18990041,18990041,,,hypothetical protein
connexin 43,43,1732933,1732933,,,bacterioantitermination protein Q
connexin 43,43,2700894,2700894,,,hypothetical protein
connexin 43,43,1259256,1259256,,,hypothetical protein
connexin 43,43,2657164,2657164,,,hypothetical protein
connexin 43,43,3416336,3416336,,,DNA polymerase
connexin 43,43,1258905,1258905,,,gp43
connexin 43,43,3342497,3342497,,,gp43
connexin 43,43,1258685,1258685,,1NOY,DNA polymerase
connexin 43,43,7967150,7967150,,,RecT
coronin,CORO7,79585,79585,,,coronin 7
coronin,CORO1B,57175,57175,ENSG00000172725,,coronin 1B
coronin,CORO6,84940,84940,ENSG00000167549,7,coronin 6
coronin,CORO2B,10391,10391,ENSG00000103647,,coronin 2B
coronin,CORO1A,11151,11151,ENSG00000102879,,coronin 1A
coronin,CORO2A,7464,7464,ENSG00000106789,,coronin 2A
coronin,CORO1C,23603,23603,ENSG00000110880,,coronin 1C
cortexillin,DICPUDRAFT_80288,10502655,10502655,,,cortexillin I
cortexillin,ctxB,31366800,31366800,,,cortexillin II
cortexillin,ctxB,8620736,8620736,,,cortexillin II
cortexillin,ENU1_109500,20073909,20073909,,,"cortexillin, putative"
cortexillin,AMSG_04597,25564134,25564134,,,cortexillin-2
cortexillin,AMSG_04531,25564069,25564069,,,cortexillin-1
cortexillin,AMSG_09794,25568180,25568180,,,cortexillin-1
cortexillin,AMSG_05601,25564975,25564975,,,cortexillin-1
cortexillin,ctxB,14866601,14866601,,,cortexillin II
cortexillin,EHI_104560,6219566,6219566,EHI_104560,,"cortexillin, putative"
cortexillin I,I,1260615,1260615,,,tail protein I
cortexillin I,I,6775101,6775101,,,PI
cortexillin I,I,1260934,1260934,,,DNA polymerase
cortexillin I,I,8658843,8658843,,,protease
cortexillin I,I,7020955,7020955,,,hypothetical protein I
cortexillin I,I,3707888,3707888,,,DNA polymerase
cortexillin I,I,40093773,40093773,,,tail assembly protein
cortexillin I,I,18504818,18504818,,,baseplate assembly protein
cortexillin I,I,1261864,1261864,,,assembly protein
cortexillin I,I,2703515,2703515,,,tail assembly protein
CUS1,CUS1,30036254,30036254,,,Cus1p
CUS1,CUS1,34714802,34714802,,,protein CUS1
CUS1,CUS1,855281,855281,YMR240C,5GM6,U2 snRNP complex subunit CUS1
cyclin,CCNL2,81669,81669,ENSG00000221978,,cyclin L2
cyclin,CCNT2,905,905,ENSG00000082258,2,cyclin T2
cyclin,CCNK,8812,8812,ENSG00000090061,2I53,cyclin K
cyclin,CCNI,10983,10983,ENSG00000118816,,cyclin I
cyclin,CCNY,219771,219771,ENSG00000108100,,cyclin Y
cyclin,CCNJ,54619,54619,ENSG00000107443,,cyclin J
cyclin,CCNP,79935,79935,ENSG00000105219,,cyclin P
cyclin,CCNB3,85417,85417,ENSG00000147082,,cyclin B3
cyclin,CCNL1,57018,57018,ENSG00000163660,,cyclin L1
cyclin,CCND3,896,896,ENSG00000112576,3,cyclin D3
cyclin B1,B1,1497096,1497096,,,hypothetical protein
cyclin B1,B1,1497000,1497000,,,hypothetical protein
cyclin D,D,39570,39570,FBgn0000411,,Dichaete
cyclin D,d,34179,34179,FBgn0262029,,dachs
cyclin D,D,6030659,6030659,,,tail protein
cyclin D,D,956150,956150,,,tail protein
cyclin D,D,1260624,1260624,,,late control D family protein
cyclin D,D,2744209,2744209,,,late control D family protein
cyclin D,D,105217031,105217031,,,SOX domain-containing protein dichaete
cyclin D,D,3959341,3959341,,,gpD
cyclin D,D,3959391,3959391,,,gpD
cyclin D,D,7020957,7020957,,,hypothetical protein D
cyclin dependent kinase inhibitor,CDKN1C,1028,1028,,,cyclin dependent kinase inhibitor 1C
cyclin dependent kinase inhibitor,CDKN3,1033,1033,ENSG00000100526,1FPZ,cyclin dependent kinase inhibitor 3
cyclin dependent kinase inhibitor,CDKN1A,1026,1026,ENSG00000124762,1AXC,cyclin dependent kinase inhibitor 1A
cyclin dependent kinase inhibitor,CDKN2B,1030,1030,ENSG00000147883,,cyclin dependent kinase inhibitor 2B
cyclin dependent kinase inhibitor,CDKN2C,1031,1031,ENSG00000123080,1BU9,cyclin dependent kinase inhibitor 2C
cyclin dependent kinase inhibitor,CDKN2D,1032,1032,ENSG00000129355,1BD8,cyclin dependent kinase inhibitor 2D
cyclin dependent kinase inhibitor,CDKN1B,1027,1027,ENSG00000111276,1H27,cyclin dependent kinase inhibitor 1B
cyclin dependent kinase inhibitor,CDKN2A,1029,1029,ENSG00000147889,1A5E,cyclin dependent kinase inhibitor 2A
cyclin E,E,10040184,10040184,,,E protein
cyclin E,E,100532765,100532765,,,Extension
cyclin E,e,2610524,2610524,,,e
cyclin E,e,4156375,4156375,,,e lysozyme
cyclin E,e,10323437,10323437,,,e lysozyme
cyclin E,E,1260620,1260620,,,tail assembly protein
cyclin E,E,1489671,1489671,,2MM4,small envelope protein
cyclin E,E,55060282,55060282,,,envelope protein
cyclin E,E,7040227,7040227,,,small membrane protein
cyclin E,E,7040216,7040216,,,small membrane protein
cyclin E-dependent kinase,LOC114415832,114415832,114415832,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC114420933,114420933,114420933,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC114411168,114411168,114411168,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC120191976,120191976,120191976,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC120202595,120202595,120202595,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC120202596,120202596,120202596,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC114402864,114402864,114402864,,,cyclin-dependent kinase E-1-like
cyclin E-dependent kinase,LOC120016982,120016982,120016982,,,cyclin-dependent kinase E-1-like
cyclin-dependent kinase 2,2,18990000,18990000,,,hypothetical protein
cyclin-dependent kinase 2,2,2610712,2610712,,,DNA end protector protein
cyclin-dependent kinase 2,2,921009,921009,,,PBSX family terminase large subunit
cyclin-dependent kinase 2,2,1732947,1732947,,,terminase large subunit
cyclin-dependent kinase 2,2,2657174,2657174,,,terminase
cyclin-dependent kinase 2,2,1259214,1259214,,,hypothetical protein
cyclin-dependent kinase 2,2,2700963,2700963,,,terminase small subunit
cyclin-dependent kinase 2,2,3416180,3416180,,,DNA end protector protein
cyclin-dependent kinase 2,2,1262411,1262411,,,inhibitor of host bacterial RNA polymerase
cyclin-dependent kinase 2,2,2777092,2777092,,,terminase large subunit
cyclin-dependent kinase inhibitor,CDKN1C,1028,1028,,,cyclin dependent kinase inhibitor 1C
cyclin-dependent kinase inhibitor,CDKN3,1033,1033,ENSG00000100526,1FPZ,cyclin dependent kinase inhibitor 3
cyclin-dependent kinase inhibitor,CDKN1B,1027,1027,ENSG00000111276,1H27,cyclin dependent kinase inhibitor 1B
cyclin-dependent kinase inhibitor,CDKN2A,1029,1029,ENSG00000147889,1A5E,cyclin dependent kinase inhibitor 2A
cyclin-dependent kinase inhibitor,CDKN2B,1030,1030,ENSG00000147883,,cyclin dependent kinase inhibitor 2B
cyclin-dependent kinase inhibitor,CDKN2C,1031,1031,ENSG00000123080,1BU9,cyclin dependent kinase inhibitor 2C
cyclin-dependent kinase inhibitor,CDKN2D,1032,1032,ENSG00000129355,1BD8,cyclin dependent kinase inhibitor 2D
cyclin-dependent kinase inhibitor,CDKN1A,1026,1026,ENSG00000124762,1AXC,cyclin dependent kinase inhibitor 1A
cysteine proteases,PY17X_0816300,3830650,3830650,,,inhibitor of cysteine proteases
cysteine proteases,PBANKA_0813000,55149200,55149200,,,inhibitor of cysteine proteases
cysteine proteases,PADL01_0911100,39741641,39741641,,,inhibitor of cysteine proteases
cysteine proteases,PGO_070990,39746897,39746897,,,inhibitor of cysteine proteases
cytokeratins,KRT13,3860,3860,ENSG00000171401,,keratin 13
cytokeratins,KRT19,3880,3880,ENSG00000171345,,keratin 19
DEAD box helicase,helicase,1463419,1463419,,,helicase
DEAD box helicase,helicase,921825,921825,,,helicase
DEAD box helicase,Helicase,103570315,103570315,,,putative viral DNA helicase and primase
DEAD box helicase,helicase,10351482,10351482,,,Gp59 Loader of T4-like helicase
deoxyribonuclease I,I,1260615,1260615,,,tail protein I
deoxyribonuclease I,I,6775101,6775101,,,PI
deoxyribonuclease I,I,1260934,1260934,,,DNA polymerase
deoxyribonuclease I,I,8658843,8658843,,,protease
deoxyribonuclease I,I,7020955,7020955,,,hypothetical protein I
deoxyribonuclease I,I,3707888,3707888,,,DNA polymerase
deoxyribonuclease I,I,40093773,40093773,,,tail assembly protein
deoxyribonuclease I,I,18504818,18504818,,,baseplate assembly protein
deoxyribonuclease I,I,1261864,1261864,,,assembly protein
deoxyribonuclease I,I,2703515,2703515,,,tail assembly protein
diaphanous,DIAPH1,1729,1729,ENSG00000131504,,diaphanous related formin 1
diaphanous,DIAPH2,1730,1730,ENSG00000147202,,diaphanous related formin 2
diaphanous,DIAPH3,81624,81624,ENSG00000139734,5UWP,diaphanous related formin 3
DNA helicase-primase,pv_372,18266399,18266399,,,DNA helicase/primase
DNA helicase-primase,BQ3484_211,30523165,30523165,,,DNA helicase/primase
DNA helicase-primase,165,54981495,54981495,,,DNA helicase/primase
DNA polymerase,polymerase,940229,940229,,,putative RNA-dependent RNA polymerase
DNA polymerase,polymerase,956582,956582,,,RNA polymerase
DNase,ycfH,1024039,1024039,,,DNAse
DNase,ECs_1789,913025,913025,,,DNase
DNase,yjjV,913519,913519,,,DNase
DNase,ECs_1968,917166,917166,,,DNase
DNase,ECs_1540,913366,913366,,,DNase
DNase,ycfH,913835,913835,,,DNase
DNase,ECs_2254,917458,917458,,,DNase
DNase,FSUBG_13062,59312632,59312632,,,DNase
DNase,FTJAE_8689,59307801,59307801,,,DNase
DNase,PHSY_003664,24108951,24108951,,,dnase
DNAse I,I,1260615,1260615,,,tail protein I
DNAse I,I,6775101,6775101,,,PI
DNAse I,I,1260934,1260934,,,DNA polymerase
DNAse I,I,8658843,8658843,,,protease
DNAse I,I,7020955,7020955,,,hypothetical protein I
DNAse I,I,3707888,3707888,,,DNA polymerase
DNAse I,I,40093773,40093773,,,tail assembly protein
DNAse I,I,18504818,18504818,,,baseplate assembly protein
DNAse I,I,1261864,1261864,,,assembly protein
DNAse I,I,2703515,2703515,,,tail assembly protein
DNase I,I,1260615,1260615,,,tail protein I
DNase I,I,6775101,6775101,,,PI
DNase I,I,1260934,1260934,,,DNA polymerase
DNase I,I,8658843,8658843,,,protease
DNase I,I,7020955,7020955,,,hypothetical protein I
DNase I,I,3707888,3707888,,,DNA polymerase
DNase I,I,40093773,40093773,,,tail assembly protein
DNase I,I,18504818,18504818,,,baseplate assembly protein
DNase I,I,1261864,1261864,,,assembly protein
DNase I,I,2703515,2703515,,,tail assembly protein
DPB11,DPB11,34715452,34715452,,,DNA replication regulator DPB11
DPB11,DPB11,4838760,4838760,,,DNA polymerase II complex component
DPB11,DPB11,853355,853355,YJL090C,,protein kinase activating protein DPB11
DR3,DR3,1497002,1497002,,,hypothetical protein
DR3,DR3,1497095,1497095,,,hypothetical protein
E1A,E1A,6870531,6870531,,,control protein E1A
E1A,E1A,2958468,2958468,,,E1A
E1A,E1A,6386278,6386278,,,control protein E1A
E1A,E1A,2715915,2715915,,,control protein E1A
E1A,E1A,24271521,24271521,,,control protein E1A
E1A,E1A,2652980,2652980,,,control protein E1A;control protein E1A 243R
E1A,E1A,1460853,1460853,,,control protein E1A
E1A,E1a,25395998,25395998,,,E1a_19K
E1A,E1A,3126069,3126069,,,E1A
E1A,E1A,28544358,28544358,,,early E1A 25 kDa protein
E2A,E2A,6870526,6870526,,,single-stranded DNA-binding protein
E2A,E2A,2715921,2715921,,,single-stranded DNA-binding protein
E2A,E2A,5739976,5739976,,,-
E2A,E2A,24271510,24271510,,,-
E2A,E2A,1460850,1460850,,,single-stranded DNA-binding protein
E2A,E2A,2958469,2958469,,,DBP
E2A,E2A,6386281,6386281,,,single-stranded DNA-binding protein
E2A,E2A,26196517,26196517,,,protein E2A
E3L,E3L,1486409,1486409,,,double-strand RNA-binding protein
E3L,E3L,3707592,3707592,,,temporal expression: early
E3L,E3L,18158363,18158363,,,double-stranded RNA-binding protein-putative double-stranded RNA-dependent protein kinase (PKR) inhibitor
E8,E8,543524,543524,,,1-aminocyclopropane-1-carboxylate oxidase -like
E8,E8,1461077,1461077,,1,apoptosis regulator E8
E8,E8,26101570,26101570,,,E8 protein
E8,e8,1261188,1261188,,,hypothetical protein
E8,E8,23104211,23104211,,,apoptosis regulator E8
E8,E8,955385,955385,,,putative protein E8
E8,E8,1489486,1489486,,,E8
E8,e8,18479482,18479482,,,hypothetical protein
E8,E8,944557,944557,,,E8
E8,E8,1489170,1489170,,,E8 protein
eIF3-p33,PICST_80765,4851491,4851491,,,"translation initiation factor eIF3, p33 subunit"
eIF3-p33,CANTADRAFT_22981,30981035,30981035,,,"translation initiation factor eIF3, p33 subunit"
epithelial cadherin,cdh1,113131509,113131509,ENSMAMG00000007162,,"cadherin 1, type 1, E-cadherin (epithelial)"
epithelial cadherin,cdh1,105921840,105921840,ENSFHEG00000010694,,"cadherin 1, type 1, E-cadherin (epithelial)"
ERK2,eppA,8623998,8623998,,,Erk2-dependent phosphoprotein
ERK2,eppA,31362669,31362669,,,Erk2-dependent phosphoprotein
ERK2,eppA,14868472,14868472,,,Erk2-dependent phosphoprotein
eukaryotic translation initiation factor 3,3,18990001,18990001,,,hypothetical protein
eukaryotic translation initiation factor 3,3,2610711,2610711,,,tail completion and sheath stabilizer protein
eukaryotic translation initiation factor 3,3,920975,920975,,4,terminase small subunit
eukaryotic translation initiation factor 3,3,1732929,1732929,,,portal protein
eukaryotic translation initiation factor 3,3,2657220,2657220,,,hypothetical protein
eukaryotic translation initiation factor 3,3,1259215,1259215,,,hypothetical protein
eukaryotic translation initiation factor 3,3,2886020,2886020,,,3
eukaryotic translation initiation factor 3,3,2700964,2700964,,,terminase
eukaryotic translation initiation factor 3,3,3416178,3416178,,,tail completion and sheath stabilizer protein
eukaryotic translation initiation factor 3,3,1262376,1262376,,,endonuclease I
extracellular matrix proteins,PHALS_07411,36402466,36402466,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_02187,36397242,36397242,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_13941,36408996,36408996,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_04200,36399255,36399255,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_13655,36408710,36408710,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_00063,36395118,36395118,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_03775,36398830,36398830,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular matrix proteins,PHALS_02407,36397462,36397462,,,"Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"
extracellular signal regulated protein kinase,DICPUDRAFT_53558,10502884,10502884,,,extracellular signal-regulated protein kinase
extracellular signal regulated protein kinase,erkA,31361383,31361383,,,extracellular signal-regulated protein kinase
extracellular signal regulated protein kinase,CAOG_02578,14900648,14900648,,,extracellular signal-regulated protein kinase
extracellular signal regulated protein kinase,erkA,14873652,14873652,,,extracellular signal-regulated protein kinase
F,f,32718,32718,FBgn0262111,,forked
F,F,37626949,37626949,,,fusion glycoprotein
F,F,37626966,37626966,,,fusion protein
F,F,951246,951246,,,fusion protein
F,F,1482628,1482628,,,fusion protein precursor
F,F,21011775,21011775,,,fusion protein
F,F,1446467,1446467,,1WP8,fusion
F,F,920954,920954,,1WP7,fusion protein
F,f,14340128,14340128,,,f protein
F,F,14014247,14014247,,,fusion protein
F0,ATP8,4509,4509,ENSG00000228253,,ATP synthase F0 subunit 8
F0,ATP6,4508,4508,ENSG00000198899,,ATP synthase F0 subunit 6
fast myosin heavy chain,LOC105932013,105932013,105932013,ENSFHEG00000016420,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC105933260,105933260,105933260,ENSFHEG00000015524,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC102305207,102305207,102305207,ENSHBUG00000011306,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC109507263,109507263,109507263,,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC105931996,105931996,105931996,ENSFHEG00000016527,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC105933259,105933259,105933259,ENSFHEG00000015646,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC102295130,102295130,102295130,ENSHBUG00000006713,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC102314212,102314212,102314212,ENSHBUG00000002847,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC108902633,108902633,108902633,ENSLCAG00010019959,,"myosin heavy chain, fast skeletal muscle"
fast myosin heavy chain,LOC101477534,101477534,101477534,ENSMZEG00005003992,,"myosin heavy chain, fast skeletal muscle"
filamin,FLNB,2317,2317,ENSG00000136068,2DI8,filamin B
filamin,FLNC,2318,2318,ENSG00000128591,1V05,filamin C
filamin,FLNA,2316,2316,ENSG00000196924,2AAV,filamin A
fimbrin 1,1,1262422,1262422,,,T3/T7-like RNA polymerase
fimbrin 1,1,3416177,3416177,,,deoxynucleoside monophosphate kinase
fimbrin 1,1,920970,920970,,,portal protein
fimbrin 1,1,1732943,1732943,,,P27 family terminase small subunit
fimbrin 1,1,1259213,1259213,,,hypothetical protein
fimbrin 1,1,2700962,2700962,,,HNH endonuclease
fimbrin 1,1,2657180,2657180,,,adenylate kinase
fimbrin 1,1,2610612,2610612,,,deoxynucleoside monophosphate kinase
fimbrin 1,1,1258857,1258857,,,gp1
fimbrin 1,1,10323382,10323382,,,gp3 dNMP kinase
focal adhesion kinase,Fak,37233,37233,FBgn0020440,,Focal adhesion kinase
fragmin,LOC100563510,100563510,100563510,ENSACAG00000037623,,actin-fragmin kinase
fragmin,si:dkey-3d4.3,109096834,109096834,,,actin-fragmin kinase
fragmin,LOC117417308,117417308,117417308,,,actin-fragmin kinase
fragmin,LOC9637325,9637325,9637325,SELMODRAFT_432007,,actin-fragmin kinase
fragmin,LOC9635857,9635857,9635857,SELMODRAFT_419330,,actin-fragmin kinase
fragmin,LOC34617766,34617766,34617766,,,actin-fragmin kinase
fragmin,LOC9648998,9648998,9648998,SELMODRAFT_416466,,actin-fragmin kinase
fragmin,si:dkey-3d4.3,119115109,119115109,,,actin-fragmin kinase
fragmin,si:dkey-3d4.3,121616185,121616185,,,actin-fragmin kinase
fragmin,si:dkey-3d4.3,122885486,122885486,,,actin-fragmin kinase
fus1,fus1,2541741,2541741,SPAC20G4.02c,,formin Fus1
G,g,44819,44819,FBgn0001087,,garnet
G,G,101260158,101260158,Solyc08g005010.3,,protein STAY-GREEN
G,G,100787147,100787147,GLYMA_01G198500,,protein STAY-GREEN
G,G,920955,920955,,2VSM,attachment glycoprotein
G,G,926730,926730,,,glycoprotein
G,G,37626962,37626962,,,attachment glycoprotein
G,G,5309643,5309643,,,glycoprotein
G,G,26122642,26122642,,,glycoprotein
G,G,2886019,2886019,,,G
G,G,14857928,14857928,,,glycoprotein
G proteins,g,44819,44819,FBgn0001087,,garnet
G proteins,G,101260158,101260158,Solyc08g005010.3,,protein STAY-GREEN
G proteins,G,100787147,100787147,GLYMA_01G198500,,protein STAY-GREEN
G proteins,G,920955,920955,,2VSM,attachment glycoprotein
G proteins,G,926730,926730,,,glycoprotein
G proteins,G,37626962,37626962,,,attachment glycoprotein
G proteins,G,5309643,5309643,,,glycoprotein
G proteins,G,26122642,26122642,,,glycoprotein
G proteins,G,2886019,2886019,,,G
G proteins,G,14857928,14857928,,,glycoprotein
GAL80,GAL80,59371499,59371499,,,transcription regulator gal80
GAL80,GAL80,34714092,34714092,,,galactose/lactose metabolism regulatory protein GAL80
GAL80,GAL80,854954,854954,YML051W,3BTS,transcription regulator GAL80
gamma catenin,gamma,911733,911733,,,-
gamma catenin,gamma,26122870,26122870,,,gamma protein
gamma catenin,gamma,21011882,21011882,,,gamma protein
gamma catenin,gamma,26122884,26122884,,,gamma protein
gamma catenin,gamma,12218649,12218649,,,gamma protein
gamma catenin,gamma,20964421,20964421,,,gamma protein
gamma catenin,gamma,21011850,21011850,,,gamma protein
GCD10,GCD10,39732787,39732787,,,"tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative"
GCD10,GCD10,39867807,39867807,,,"tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative"
GCD10,gcd10,2540699,2540699,SPBC800.08,,putative translation initiation factor eIF-3 gamma subunit Gcd10
GFP,LOC116302110,116302110,116302110,,,GFP-like non-fluorescent chromoprotein
GFP,LOC109472964,109472964,109472964,,,GFP-like non-fluorescent chromoprotein
GFP,LOC118404348,118404348,118404348,,,GFP-like non-fluorescent chromoprotein
GFP,LOC109481864,109481864,109481864,,,GFP-like fluorescent chromoprotein amFP486
GFP,LOC109486377,109486377,109486377,,,GFP-like fluorescent chromoprotein amFP486
GFP,LOC109472969,109472969,109472969,,,GFP-like non-fluorescent chromoprotein
GFP,LOC109482583,109482583,109482583,,,GFP-like non-fluorescent chromoprotein
GFP,LOC109486850,109486850,109486850,,,GFP-like non-fluorescent chromoprotein
GFP,LOC109484962,109484962,109484962,,,GFP-like fluorescent chromoprotein dsFP483
GFP,LOC109478403,109478403,109478403,,,GFP-like fluorescent chromoprotein dsFP483
GIC2,GIC2,34715813,34715813,,,GTPase-interacting component 2
GIC2,GIC2,851904,851904,YDR309C,,Gic2p
glial fibrillary acid protein,ACID,100326236,100326236,,,Acid flavor
glial fibrillary acid protein,ACID,100326244,100326244,,,Acid flavor
Glutathione S-transferase,GSTT2B,653689,653689,,1LJR,glutathione S-transferase theta 2B
Glutathione S-transferase,MGST2,4258,4258,ENSG00000085871,6SSR,microsomal glutathione S-transferase 2
Glutathione S-transferase,GSTA3,2940,2940,ENSG00000174156,1TDI,glutathione S-transferase alpha 3
Glutathione S-transferase,GSTA4,2941,2941,ENSG00000170899,1GUL,glutathione S-transferase alpha 4
Glutathione S-transferase,GSTM3,2947,2947,ENSG00000134202,3,glutathione S-transferase mu 3
Glutathione S-transferase,GSTM4,2948,2948,ENSG00000168765,4,glutathione S-transferase mu 4
Glutathione S-transferase,GSTM5,2949,2949,ENSG00000134201,,glutathione S-transferase mu 5
Glutathione S-transferase,GSTA5,221357,221357,ENSG00000182793,,glutathione S-transferase alpha 5
Glutathione S-transferase,GSTT4,25774,25774,,,glutathione S-transferase theta 4
Glutathione S-transferase,GSTA2,2939,2939,ENSG00000244067,1AGS,glutathione S-transferase alpha 2
glycoprotein,TPBG,7162,7162,,4CNC,trophoblast glycoprotein
glycoprotein,GPA33,10223,10223,ENSG00000143167,,glycoprotein A33
glycoprotein,GPM6B,2824,2824,ENSG00000046653,,glycoprotein M6B
glycoprotein,GPNMB,10457,10457,ENSG00000136235,,glycoprotein nmb
glycoprotein,GP2,2813,2813,ENSG00000169347,,glycoprotein 2
glycoprotein,GPM6A,2823,2823,ENSG00000150625,,glycoprotein M6A
glycoprotein 130,130,40090149,40090149,,,hypothetical protein
glycoprotein 130,130,8676297,8676297,,,hypothetical protein
glycoprotein 130,130,8684078,8684078,,,hypothetical protein
glycoprotein 130,130,7944131,7944131,,,hypothetical protein
glycoprotein 130,130,11258110,11258110,,,hypothetical protein
glycoprotein 130,130,10894769,10894769,,,hypothetical protein
glycoprotein 130,130,9711732,9711732,,,hypothetical protein
glycoprotein 130,130,6920834,6920834,,,gp130
glycoprotein 130,130,6920491,6920491,,,gp130
glycoprotein 130,130,6921575,6921575,,,gp130
gp130,gp130,101268915,101268915,ENSOMYG00000031654,,interleukin 6 signal transducer GP130 protein precursor
Green fluorescent protein,EMWEY_00056300,25339616,25339616,,,"Green fluorescent protein, related"
Green fluorescent protein,EMWEY_00056320,25339618,25339618,,,"Green fluorescent protein, related"
GTPase,ATL3,25923,25923,ENSG00000184743,5VGR,atlastin GTPase 3
GTPase,ATL1,51062,51062,ENSG00000198513,3Q5D,atlastin GTPase 1
GTPase,ATL2,64225,64225,ENSG00000119787,,atlastin GTPase 2
H,H,42445,42445,FBgn0001169,5,Hairless
H,h,38995,38995,FBgn0001168,,hairy
H2A.Z,H2A.Z,39868334,39868334,,,histone H2A 
H2A.Z,H2A.Z,39735848,39735848,,,histone H2A 
haemagglutinin,H,3119776,3119776,,,haemagglutinin
haemagglutinin,HA,956529,956529,,1RU7,haemagglutinin
heat shock protein,Hspa12b,72630,72630,ENSMUSG00000074793,,heat shock protein 12B
heat shock protein,Hspa2,15512,15512,ENSMUSG00000059970,,heat shock protein 2
heat shock protein,Hspa14,50497,50497,ENSMUSG00000109865,,heat shock protein 14
heat shock protein,Hspa12a,73442,73442,ENSMUSG00000025092,,heat shock protein 12A
heat shock protein,Hspb3,56534,56534,ENSMUSG00000051456,,heat shock protein 3
heat shock protein,Hspb8,80888,80888,ENSMUSG00000041548,,heat shock protein 8
heat shock protein,Hsp84-3,104434,104434,,,"heat shock protein, 3"
heat shock protein,Hsp84-2,104408,104408,,,"heat shock protein, 2"
heat shock protein,Hspa5,14828,14828,ENSMUSG00000026864,,heat shock protein 5
heat shock protein,Hspa8,15481,15481,ENSMUSG00000015656,3,heat shock protein 8
helicase-primase,MmrVgp40,934969,934969,,,helicase/primase
helicase-primase,MmrVgp41,934991,934991,,,helicase/primase
helicase-primase,phiEcoMGJ1_gp35,5797458,5797458,,,helicase/primase
helicase-primase,GAMMAHV.ORF44,1497166,1497166,,,helicase-primase
helicase-primase,GAMMAHV.ORF40,1497165,1497165,,,helicase-primase
helicase-primase,RHVP.40,10192232,10192232,,,helicase-primase
helicase-primase,ORF57,30999398,30999398,,,helicase/primase
helicase-primase,HOR47_gp057,54978495,54978495,,,helicase/primase
helicase-primase,HWC10_gp150,55614629,55614629,,,helicase/primase
helicase-primase,HWC08_gp139,55614270,55614270,,,helicase/primase
hemagglutinin-neuraminidase protein,HN,14014248,14014248,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,20964428,20964428,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,37616274,37616274,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,1489776,1489776,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,39759792,39759792,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,37619972,37619972,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,20964435,20964435,,,hemagglutinin neuraminidase protein
hemagglutinin-neuraminidase protein,HN,3160803,3160803,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,37626936,37626936,,,hemagglutinin-neuraminidase protein
hemagglutinin-neuraminidase protein,HN,37619965,37619965,,,hemagglutinin-neuraminidase protein
histones,PTSG_01675,16078251,16078251,,,histones H3 and H4
histones,BO86DRAFT_380196,37174400,37174400,,,histones H3 and H4
histones,BO79DRAFT_246107,37189543,37189543,,,histones H3 and H4
