surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
insulin,INS,3630,ENSG00000254647,"['1A7F', '1AI0', '1AIY', '1B9E', '1BEN', '1EFE', '1EV3', '1EV6', '1EVR', '1FU2', '1FUB', '1G7A', '1G7B', '1GUJ', '1HIQ', '1HIS', '1HIT', '1HLS', '1HTV', '1HUI', '1IOG', '1IOH', '1J73', '1JCA', '1JCO', '1JK8', '1K3M', '1KMF', '1LKQ', '1LPH', '1MHI', '1MHJ', '1MSO', '1OS3', '1OS4', '1Q4V', '1QIY', '1QIZ', '1QJ0', '1RWE', '1SF1', '1SJT', '1SJU', '1T0C', '1T1K', '1T1P', '1T1Q', '1TRZ', '1TYL', '1TYM', '1UZ9', '1VKT', '1W8P', '1XDA', '1XGL', '1XW7', '1ZEG', '1ZEH', '1ZNJ', '2AIY', '2C8Q', '2C8R', '2CEU', '2G54', '2G56', '2H67', '2HH4', '2HHO', '2HIU', '2JMN', '2JUM', '2JUU', '2JUV', '2JV1', '2JZQ', '2K91', '2K9R', '2KJJ', '2KJU', '2KQP', '2KQQ', '2KXK', '2L1Y', '2L1Z', '2LGB', '2LWZ', '2M1D', '2M1E', '2M2M', '2M2N', '2M2O', '2M2P', '2MLI', '2MPG', '2MPI', '2MVC', '2MVD', '2N2V', '2N2W', '2N2X', '2OLY', '2OLZ', '2OM0', '2OM1', '2OMG', '2OMH', '2OMI', '2OMQ', '2QIU', '2R34', '2R35', '2R36', '2RN5', '2VJZ', '2VK0', '2W44', '2WBY', '2WC0', '2WRU', '2WRV', '2WRW', '2WRX', '2WS0', '2WS1', '2WS4', '2WS6', '2WS7', '3AIY', '3BXQ', '3E7Y', '3E7Z', '3EXX', '3FQ9', '3HYD', '3I3Z', '3I40', '3ILG', '3INC', '3IR0', '3JSD', '3KQ6', '3P2X', '3P33', '3Q6E', '3ROV', '3TT8', '3U4N', '3UTQ', '3UTS', '3UTT', '3V19', '3V1G', '3W11', '3W12', '3W13', '3W7Y', '3W7Z', '3W80', '3ZI3', '3ZQR', '3ZS2', '3ZU1', '4AIY', '4AJX', '4AJZ', '4AK0', '4AKJ', '4CXL', '4CXN', '4CY7', '4EFX', '4EWW', '4EWX', '4EWZ', '4EX0', '4EX1', '4EXX', '4EY1', '4EY9', '4EYD', '4EYN', '4EYP', '4F0N', '4F0O', '4F1A', '4F1B', '4F1C', '4F1D', '4F1F', '4F1G', '4F4T', '4F4V', '4F51', '4F8F', '4FG3', '4FKA', '4GBC', '4GBI', '4GBK', '4GBL', '4GBN', '4IUZ', '4IYD', '4IYF', '4NIB', '4OGA', '4P65', '4RXW', '4UNE', '4UNG', '4UNH', '4WDI', '4XC4', '4Y19', '4Y1A', '4Z76', '4Z77', '4Z78', '5AIY', '5BOQ', '5BPO', '5BQQ', '5BTS', '5C0D', '5CJO', '5CNY', '5CO2', '5CO6', '5CO9', '5E7W', '5EMS', '5EN9', '5ENA', '5HPR', '5HPU', '5HQI', '5HRQ', '5HYJ', '5MAM', '5MHD', '5MT3', '5MT9', '5MWQ', '5T7R', '5UDP', '5UOZ', '5UQA', '5URT', '5URU', '5USP', '5USS', '5USV', '5UU2', '5UU3', '5UU4', '5VIZ', '5WBT', '5WDM', '5WOB', '6B3Q', '6B70', '6BFC', '6CE7', '6CE9', '6CEB', '6CK2', '6GNQ', '6GV0', '6H3M', '6HN5', '6JK8', '6JR3', '6K59', '6NWV', '6O17', '6P4Z', '6S34', '6S4I', '6S4J', '6SOF', '6TC2', '6TYH', '6U46', '6VEP', '6VER', '6VES', '6VET', '6X4X', '6Z7W', '6Z7Y', '7BW7', '7BW8', '7BWA', '7NHU']",insulin
isoflavones,TAS2R39,259285,ENSG00000236398,2GFZ,taste 2 receptor member 39
kinase,MAP4K3,8491,ENSG00000011566,5J5T,mitogen-activated protein kinase kinase kinase kinase 3
kinase,MAP4K1,11184,,"['6CQD', '6CQE', '6CQF', '6NFY', '6NFZ', '6NG0', '7KAC', '7L24', '7L25', '7L26', '7M0K', '7M0L', '7M0M']",mitogen-activated protein kinase kinase kinase kinase 1
kinase,MAP4K2,5871,ENSG00000168067,,mitogen-activated protein kinase kinase kinase kinase 2
kinase,MAP4K5,11183,ENSG00000012983,,mitogen-activated protein kinase kinase kinase kinase 5
kinase,MAP4K4,9448,ENSG00000071054,"['4OBO', '4OBP', '4OBQ', '4RVT', '4U3Y', '4U3Z', '4U40', '4U41', '4U42', '4U43', '4U44', '4U45', '4ZK5', '4ZP5', '5DI1', '5J95', '5W5Q']",mitogen-activated protein kinase kinase kinase kinase 4
leptin,LEP,3952,ENSG00000174697,1AX8,leptin
neuropeptide Y,y,30980,FBgn0004034,,yellow
neuropeptide Y,Y,OSTLU_119686,,,
neuropeptide Y,Y,11272602,,,putative movement protein
neuropeptide Y,Y,1260606,,,holin family protein
neuropeptide Y,Y,5000537,OSTLU_119686,,predicted protein
neuropeptide Y,Y,21011796,,,putative movement protein
neuropeptide Y,Y,65101816,,,putative movement protein
neuropeptide Y,Y,17494390,,,holin family protein
neuropeptide Y,Y,1457740,,,holin family protein
neuropeptide Y,Y,55812402,,,holin family protein
neuropeptide-Y,NPY,4852,ENSG00000122585,"['1QFA', '1RON']",neuropeptide Y
oxytocin,OXTR,5021,ENSG00000180914,6TPK,oxytocin receptor
phospholipase C,C,Os06g0205100,Os06g0205100,,
phospholipase C,c,44802,,,curved
phospholipase C,c,1258863,,,repressor protein
phospholipase C,C,1260627,,,helix-turn-helix domain-containing protein
phospholipase C,c,2715886,,,repressor
phospholipase C,c,6654090,,,helix-turn-helix domain-containing protein
phospholipase C,C,3959355,,,gpC
phospholipase C,C,3959396,,,gpC
phospholipase C,c,8658869,,,Repressor protein CI
phospholipase C,C,8658831,,,positive regulator of late transcription
phospholipase C (PLC)gamma,C,Os06g0205100,Os06g0205100,,
phospholipase C (PLC)gamma,c,44802,,,curved
phospholipase C (PLC)gamma,c,1258863,,,repressor protein
phospholipase C (PLC)gamma,C,1260627,,,helix-turn-helix domain-containing protein
phospholipase C (PLC)gamma,c,2715886,,,repressor
phospholipase C (PLC)gamma,c,6654090,,,helix-turn-helix domain-containing protein
phospholipase C (PLC)gamma,C,3959355,,,gpC
phospholipase C (PLC)gamma,C,3959396,,,gpC
phospholipase C (PLC)gamma,c,8658869,,,Repressor protein CI
phospholipase C (PLC)gamma,C,8658831,,,positive regulator of late transcription
phospholipase C-gamma,PLCG1,5335,ENSG00000124181,"['1HSQ', '2HSP', '4EY0', '4FBN', '7NXE']",phospholipase C gamma 1
phospholipase C-gamma,PLCG2,5336,ENSG00000197943,"['2K2J', '2W2W', '2W2X']",phospholipase C gamma 2
phospholipase Cgamma,sl,32601,FBgn0003416,,small wing
phospholipase(s) C,C,Os06g0205100,Os06g0205100,,
phospholipase(s) C,c,44802,,,curved
phospholipase(s) C,c,1258863,,,repressor protein
phospholipase(s) C,C,1260627,,,helix-turn-helix domain-containing protein
phospholipase(s) C,c,2715886,,,repressor
phospholipase(s) C,c,6654090,,,helix-turn-helix domain-containing protein
phospholipase(s) C,C,3959355,,,gpC
phospholipase(s) C,C,3959396,,,gpC
phospholipase(s) C,c,8658869,,,Repressor protein CI
phospholipase(s) C,C,8658831,,,positive regulator of late transcription
phospholipases,,OPUNC07G15210,OPUNC07G15210,,phospholipases;galactolipases
phospholipases,,OB07G22260,OB07G22260,,phospholipases;galactolipases
phospholipases,,OBART07G16460,OBART07G16460,,phospholipases;galactolipases
phospholipases,,ONIVA07G14790,ONIVA07G14790,,phospholipases;galactolipases
phospholipases,,OGLUM07G16190,OGLUM07G16190,,phospholipases;galactolipases
phospholipases,,Bo9g040840,,,phospholipases;galactolipases
phospholipases,,AT1G61850,,,phospholipases;galactolipases
phospholipases C,C,Os06g0205100,Os06g0205100,,
phospholipases C,c,44802,,,curved
phospholipases C,c,1258863,,,repressor protein
phospholipases C,C,1260627,,,helix-turn-helix domain-containing protein
phospholipases C,c,2715886,,,repressor
phospholipases C,c,6654090,,,helix-turn-helix domain-containing protein
phospholipases C,C,3959355,,,gpC
phospholipases C,C,3959396,,,gpC
phospholipases C,c,8658869,,,Repressor protein CI
phospholipases C,C,8658831,,,positive regulator of late transcription
prion,PRNP,5621,ENSG00000171867,"['1E1G', '1E1J', '1E1P', '1E1S', '1E1U', '1E1W', '1FKC', '1FO7', '1H0L', '1HJM', '1HJN', '1I4M', '1OEH', '1OEI', '1QLX', '1QLZ', '1QM0', '1QM1', '1QM2', '1QM3', '2IV4', '2IV5', '2IV6', '2K1D', '2KUN', '2LBG', '2LEJ', '2LFT', '2LSB', '2LV1', '2M8T', '2OL9', '2W9E', '3HAF', '3HAK', '3HEQ', '3HER', '3HES', '3HJ5', '3HJX', '3MD4', '3MD5', '3NHC', '3NHD', '3NVF', '4DGI', '4E1H', '4E1I', '4KML', '4N9O', '5L6R', '5YJ4', '5YJ5', '6DU9', '6LNI', '6PQ5', '6PQA', '6SUZ', '6SV2', '6UUR']",prion protein
prion protein,PRNP,5621,ENSG00000171867,"['1E1G', '1E1J', '1E1P', '1E1S', '1E1U', '1E1W', '1FKC', '1FO7', '1H0L', '1HJM', '1HJN', '1I4M', '1OEH', '1OEI', '1QLX', '1QLZ', '1QM0', '1QM1', '1QM2', '1QM3', '2IV4', '2IV5', '2IV6', '2K1D', '2KUN', '2LBG', '2LEJ', '2LFT', '2LSB', '2LV1', '2M8T', '2OL9', '2W9E', '3HAF', '3HAK', '3HEQ', '3HER', '3HES', '3HJ5', '3HJX', '3MD4', '3MD5', '3NHC', '3NHD', '3NVF', '4DGI', '4E1H', '4E1I', '4KML', '4N9O', '5L6R', '5YJ4', '5YJ5', '6DU9', '6LNI', '6PQ5', '6PQA', '6SUZ', '6SV2', '6UUR']",prion protein
protein kinase,PKN3,29941,ENSG00000160447,,protein kinase N3
protein kinase,PRKD3,23683,ENSG00000115825,2D9Z,protein kinase D3
protein kinase,MOK,5891,ENSG00000080823,,MOK protein kinase
protein kinase,PKN1,5585,ENSG00000123143,"['1CXZ', '1URF', '2RMK', '4NKG', '4OTD', '4OTG', '4OTH', '4OTI']",protein kinase N1
protein kinase,PRKD2,25865,ENSG00000105287,"['2COA', '3BGM', '4NNX', '4NNY']",protein kinase D2
protein kinase,DMPK,1760,ENSG00000104936,"['1WT6', '2VD5']",DM1 protein kinase
protein kinase,PKN2,5586,ENSG00000065243,"['4CRS', '4RRV', '6CCY', '6GBE']",protein kinase N2
protein kinase,TTK,7272,ENSG00000112742,"['2X9E', '2ZMC', '2ZMD', '3CEK', '3DBQ', '3GFW', '3H9F', '3HMN', '3HMO', '3HMP', '3VQU', '3W1F', '3WYX', '3WYY', '3WZJ', '3WZK', '4B94', '4BHZ', '4BI0', '4BI1', '4BI2', '4C4E', '4C4F', '4C4G', '4C4H', '4C4I', '4C4J', '4CV8', '4CV9', '4CVA', '4D2S', '4H7X', '4H7Y', '4JS8', '4JT3', '4O6L', '4ZEG', '5AP0', '5AP1', '5AP2', '5AP3', '5AP4', '5AP5', '5AP6', '5AP7', '5EH0', '5EHL', '5EHO', '5EHY', '5EI2', '5EI6', '5EI8', '5LJJ', '5MRB', '5N7V', '5N84', '5N87', '5N93', '5N9S', '5NA0', '5NAD', '5NTT', '5O91', '6B4W', '6GVJ', '6H3K', '6N6O', '6TN9', '6TNB', '6TNC', '6TND', '7CHM', '7CHN', '7CHT', '7CIL', '7CJA', '7CLH']",TTK protein kinase
protein kinase,PRKD1,5587,ENSG00000184304,,protein kinase D1
protein kinase A,a,50518,ENSMUSG00000027596,,nonagouti
protein kinase C,C,Os06g0205100,Os06g0205100,,
protein kinase C,c,44802,,,curved
protein kinase C,c,1258863,,,repressor protein
protein kinase C,C,1260627,,,helix-turn-helix domain-containing protein
protein kinase C,c,2715886,,,repressor
protein kinase C,c,6654090,,,helix-turn-helix domain-containing protein
protein kinase C,C,3959355,,,gpC
protein kinase C,C,3959396,,,gpC
protein kinase C,c,8658869,,,Repressor protein CI
protein kinase C,C,8658831,,,positive regulator of late transcription
protein kinase CK2,ck2b,445589,ENSCING00000003902,,protein kinase Ck2-beta
protein kinase CK2,CNF02800,3258311,CNF02800,,"protein kinase CK2, putative"
protein kinase CK2,TRIADDRAFT_6279,6750615,TriadG6279,,protein kinase Ck2-beta
protein kinase CK2,Chro.30219,3413537,,,protein kinase Ck2-beta
protein kinase Calpha,PRKACA,443094,,,protein kinase cAMP-activated catalytic subunit alpha
protein kinases,EMB1290,AT4G23250,,,kinases;protein kinases
recombinant bovine PrP,prp,ENSOARG00020011739,ENSOARG00020011739,,Major prion protein
recombinant bovine PrP,PRP,100499693,,,alpha-amylase inhibitor/lipid transfer/seed storage family protein
recombinant bovine PrP,prp,45436,,,prickly pear
recombinant bovine PrP,Prp,ENSSSCG00050057010,ENSSSCG00050057010,,Major prion protein
tyrosine kinase,TYK2,7297,ENSG00000105397,"['3LXN', '3LXP', '3NYX', '3NZ0', '3ZON', '4GFO', '4GIH', '4GII', '4GJ2', '4GJ3', '4GVJ', '4OLI', '4PO6', '4PY1', '4WOV', '5C01', '5C03', '5F1Z', '5F20', '5TKD', '5WAL', '6AAM', '6DBK', '6DBM', '6NSL', '6NZE', '6NZF', '6NZH', '6NZP', '6NZQ', '6NZR', '6OVA', '6VNS', '6VNV', '6VNX', '6VNY', '6X8F', '6X8G', '7AX4']",tyrosine kinase 2
tyrosine kinase,FER,2241,ENSG00000151422,"['2KK6', '6KC4']",FER tyrosine kinase
tyrosine kinase,TXK,7294,ENSG00000074966,2DM0,TXK tyrosine kinase
tyrosine kinase,BTK,695,ENSG00000010671,"['1AWW', '1AWX', '1B55', '1BTK', '1BWN', '1K2P', '1QLY', '2GE9', '2Z0P', '3GEN', '3K54', '3OCS', '3OCT', '3P08', '3PIX', '3PIY', '3PIZ', '3PJ1', '3PJ2', '3PJ3', '4NWM', '4OT5', '4OT6', '4OTF', '4OTQ', '4OTR', '4RFY', '4RFZ', '4RG0', '4RX5', '4YHF', '4Z3V', '4ZLY', '4ZLZ', '5BPY', '5BQ0', '5FBN', '5FBO', '5J87', '5JRS', '5KUP', '5P9F', '5P9G', '5P9H', '5P9I', '5P9J', '5P9K', '5P9L', '5P9M', '5T18', '5U9D', '5VFI', '5VGO', '5XYZ', '5ZZ4', '6AUA', '6AUB', '6BIK', '6BKE', '6BKH', '6BKW', '6BLN', '6DI0', '6DI1', '6DI3', '6DI5', '6DI9', '6E4F', '6EP9', '6HRP', '6HRT', '6HTF', '6J6M', '6N9P', '6NFH', '6NFI', '6NZM', '6O8I', '6OMU', '6S90', '6TFP', '6TSE', '6TT2', '6TUH', '6TVN', '6VXQ', '6W06', '6W07', '6W7O', '6W8I', '6X3N', '6X3O', '6X3P', '6XE4', '6YYF', '6YYG', '6YYK', '7KXL', '7KXM', '7KXN', '7KXO', '7KXP', '7KXQ']",Bruton tyrosine kinase
tyrosine kinase Fyn,FYN,2534,ENSG00000010810,"['1A0N', '1AOT', '1AOU', '1AVZ', '1AZG', '1EFN', '1FYN', '1G83', '1M27', '1NYF', '1NYG', '1SHF', '1ZBJ', '2DQ7', '2MQI', '2MRJ', '2MRK', '3H0F', '3H0H', '3H0I', '3UA6', '3UA7', '4D8D', '4EIK', '4U17', '4U1P', '4ZNX', '5ZAU', '6EDF', '6IPY', '6IPZ']","FYN proto-oncogene, Src family tyrosine kinase"
ucp,UCP,102585221,PGSC0003DMG400020356,,mitochondrial uncoupling protein 1-like
ucp,UCP,544201,Solyc09g011920.3,,putative uncoupling protein
uncoupling protein,UCP3,7352,ENSG00000175564,,uncoupling protein 3
uncoupling protein,UCP2,7351,ENSG00000175567,,uncoupling protein 2
uncoupling protein,UCP1,7350,ENSG00000109424,,uncoupling protein 1
uncoupling protein (UCP)-2,Ucp1,101835783,,,uncoupling protein 1
uncoupling protein 2,2,18990000,,,hypothetical protein
uncoupling protein 2,2,2610712,,,DNA end protector protein
uncoupling protein 2,2,921009,,,PBSX family terminase large subunit
uncoupling protein 2,2,1732947,,,terminase large subunit
uncoupling protein 2,2,2657174,,,terminase
uncoupling protein 2,2,1259214,,,hypothetical protein
uncoupling protein 2,2,2700963,,,terminase small subunit
uncoupling protein 2,2,3416180,,,DNA end protector protein
uncoupling protein 2,2,1262411,,,inhibitor of host bacterial RNA polymerase
uncoupling protein 2,2,2777092,,,terminase large subunit
uncoupling protein 3,3,18990001,,,hypothetical protein
uncoupling protein 3,3,2610711,,,tail completion and sheath stabilizer protein
uncoupling protein 3,3,920975,,4DYC,terminase small subunit
uncoupling protein 3,3,1732929,,,portal protein
uncoupling protein 3,3,2657220,,,hypothetical protein
uncoupling protein 3,3,1259215,,,hypothetical protein
uncoupling protein 3,3,2886020,,,3
uncoupling protein 3,3,2700964,,,terminase
uncoupling protein 3,3,3416178,,,tail completion and sheath stabilizer protein
uncoupling protein 3,3,1262376,,,endonuclease I
uncoupling protein-1,UCP1,7350,ENSG00000109424,,uncoupling protein 1
uncoupling protein-2,UCP2,7351,ENSG00000175567,,uncoupling protein 2
uncoupling protein-3,UCP3,7352,ENSG00000175564,,uncoupling protein 3
uncoupling proteins,ucp1,100135179,ENSXETG00000014927,,uncoupling protein 1
uncoupling proteins 2,2,18990000,,,hypothetical protein
uncoupling proteins 2,2,2610712,,,DNA end protector protein
uncoupling proteins 2,2,921009,,,PBSX family terminase large subunit
uncoupling proteins 2,2,1732947,,,terminase large subunit
uncoupling proteins 2,2,2657174,,,terminase
uncoupling proteins 2,2,1259214,,,hypothetical protein
uncoupling proteins 2,2,2700963,,,terminase small subunit
uncoupling proteins 2,2,3416180,,,DNA end protector protein
uncoupling proteins 2,2,1262411,,,inhibitor of host bacterial RNA polymerase
uncoupling proteins 2,2,2777092,,,terminase large subunit
vasopressin,AVP,551,ENSG00000101200,7KH0,arginine vasopressin
