surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
EGFR,EGFR,1956,ENSG00000146648,"['1DNQ', '1DNR', '1IVO', '1M14', '1M17', '1MOX', '1NQL', '1XKK', '1YY9', '1Z9I', '2EB2', '2EB3', '2EXP', '2EXQ', '2GS2', '2GS6', '2GS7', '2ITN', '2ITO', '2ITP', '2ITQ', '2ITT', '2ITU', '2ITV', '2ITW', '2ITX', '2ITY', '2ITZ', '2J5E', '2J5F', '2J6M', '2JIT', '2JIU', '2JIV', '2KS1', '2M0B', '2M20', '2N5S', '2RF9', '2RFD', '2RFE', '2RGP', '3B2U', '3B2V', '3BEL', '3BUO', '3C09', '3G5V', '3G5Y', '3GOP', '3GT8', '3IKA', '3LZB', '3NJP', '3OB2', '3OP0', '3P0Y', '3PFV', '3POZ', '3QWQ', '3UG1', '3UG2', '3VJN', '3VJO', '3VRP', '3VRR', '3W2O', '3W2P', '3W2Q', '3W2R', '3W2S', '3W32', '3W33', '4G5J', '4G5P', '4HJO', '4I1Z', '4I20', '4I21', '4I22', '4I23', '4I24', '4JQ7', '4JQ8', '4JR3', '4JRV', '4KRL', '4KRM', '4KRO', '4KRP', '4LI5', '4LL0', '4LQM', '4LRM', '4R3P', '4R3R', '4R5S', '4RIW', '4RIX', '4RIY', '4RJ4', '4RJ5', '4RJ6', '4RJ7', '4RJ8', '4TKS', '4UIP', '4UV7', '4WD5', '4WKQ', '4WRG', '4ZAU', '4ZJV', '4ZSE', '5C8K', '5C8M', '5C8N', '5CAL', '5CAN', '5CAO', '5CAP', '5CAQ', '5CAS', '5CAU', '5CAV', '5CNN', '5CNO', '5CZH', '5CZI', '5D41', '5EDP', '5EDQ', '5EDR', '5EM5', '5EM6', '5EM7', '5EM8', '5FED', '5FEE', '5FEQ', '5GMP', '5GNK', '5GTY', '5GTZ', '5HCX', '5HCY', '5HCZ', '5HG5', '5HG7', '5HG8', '5HG9', '5HIB', '5HIC', '5J9Y', '5J9Z', '5JEB', '5LV6', '5SX4', '5SX5', '5U8L', '5UG8', '5UG9', '5UGA', '5UGB', '5UGC', '5UWD', '5WB7', '5WB8', '5X26', '5X27', '5X28', '5X2A', '5X2C', '5X2F', '5X2K', '5XDK', '5XDL', '5XGM', '5XGN', '5XWD', '5Y25', '5Y9T', '5YU9', '5ZTO', '5ZWJ', '6ARU', '6B3S', '6D8E', '6DUK', '6JRJ', '6JRK', '6JRX', '6JWL', '6JX0', '6JX4', '6JXT', '6JZ0', '6LUB', '6LUD', '6P1D', '6P1L', '6P8Q', '6S89', '6S8A', '6S9B', '6S9C', '6S9D', '6TFU', '6TFV', '6TFW', '6TFY', '6TFZ', '6TG0', '6TG1', '6V5N', '6V5P', '6V66', '6V6K', '6V6O', '6VH4', '6VHN', '6VHP', '6WA2', '6WAK', '6WXN', '6XL4', '6Z4B', '6Z4D', '7A2A', '7AEI', '7AEM']",epidermal growth factor receptor
EMP1,EMP1,2012,ENSG00000134531,,epithelial membrane protein 1
EPO,EPO,2056,ENSG00000130427,"['1BUY', '1CN4', '1EER']",erythropoietin
EPO binding protein,EPO,2056,ENSG00000130427,"['1BUY', '1CN4', '1EER']",erythropoietin
EPO mimetic peptide,EPO,2056,ENSG00000130427,"['1BUY', '1CN4', '1EER']",erythropoietin
EPO-binding protein,TIMP1,7076,ENSG00000102265,"['1D2B', '1LQN', '1OO9', '1UEA', '2J0T', '3MA2', '3V96', '6MAV', '6N9D']",TIMP metallopeptidase inhibitor 1
EPOR,EPOR,2057,ENSG00000187266,"['1CN4', '1EBA', '1EBP', '1EER', '1ERN', '2JIX', '2MV6', '4Y5V', '4Y5X', '4Y5Y', '6E2Q', '6MOE', '6MOF', '6MOH', '6MOI', '6MOJ', '6MOK', '6MOL']",erythropoietin receptor
ET(A),NEWENTRY,4290775,,,"Record to support submission of GeneRIFs for a gene not in Gene (Shewanella arctica; Shewanella arctica Kim et al. 2012; Shewanella arctica Kim et al. 2012 non Qoura et al. 2014.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.)."
ET(A) receptor,RECEPTOR,443145,,,neuropilin-1
ET(B),EDNRB,112907186,ENSVVUG00000014127,,endothelin receptor type B
ET(B) receptor,RECEPTOR,443145,,,neuropilin-1
ET-1,LTHEOB_4325,56018053,,,Et-dependent rRNA methyltransferase Spb-1
ET-3,ednrb,378691,,,endothelin-3 receptor
Elf-1,elf-1,175226,WBGene00016029,,ETS domain-containing protein
Endothelin-1,EDN1,1906,ENSG00000078401,"['1EDN', '1EDP', '1T7H', '1V6R', '5GLH', '6DK5']",endothelin 1
Eotaxin-3,LOC116733420,116733420,,,eotaxin-like
ErbB-1,LOC114396592,114396592,,,ERBB-3 BINDING PROTEIN 1
ErbB2,ERBB2,2064,ENSG00000141736,"['1MFG', '1MFL', '1MW4', '1N8Z', '1OVC', '1QR1', '1S78', '2A91', '2JWA', '2KS1', '2L4K', '2N2A', '3BE1', '3H3B', '3MZW', '3N85', '3PP0', '3RCD', '3WLW', '3WSQ', '4GFU', '4HRL', '4HRM', '4HRN', '5K33', '5KWG', '5MY6', '5O4G', '5OB4', '5TQS', '6ATT', '6BGT', '6J71', '6LBX', '6OGE']",erb-b2 receptor tyrosine kinase 2
ErbB3,ERBB3,2065,ENSG00000065361,"['1M6B', '2L9U', '3KEX', '3LMG', '3P11', '4LEO', '4P59', '4RIW', '4RIX', '4RIY', '5CUS', '5O4O', '5O7P', '6KBI', '6OP9', '7D85']",erb-b2 receptor tyrosine kinase 3
ErbB4,ERBB4,2066,ENSG00000178568,"['2AHX', '2L2T', '2LCX', '2R4B', '3BBT', '3BBW', '3BCE', '3U2P', '3U7U', '3U9U']",erb-b2 receptor tyrosine kinase 4
Estrogen Receptor,RECEPTOR,443145,,,neuropilin-1
F1,F1,100631052,F1,,silk fibroin 1
FADD,FADD,8772,ENSG00000168040,"['1A1W', '1A1Z', '1E3Y', '1E41', '2GF5', '3EZQ', '3OQ9', '6ACI']",Fas associated via death domain
FGF-7,FGF7,122705509,,,fibroblast growth factor 7
FGF1,FGF1,2246,ENSG00000113578,"['1AXM', '1DJS', '1DZC', '1DZD', '1E0O', '1EVT', '1HKN', '1JQZ', '1JT3', '1JT4', '1JT5', '1JT7', '1JTC', '1JY0', '1K5U', '1K5V', '1M16', '1NZK', '1P63', '1PZZ', '1Q03', '1Q04', '1QCT', '1RG8', '1RML', '1RY7', '1YTO', '1Z2V', '1Z4S', '2AFG', '2AQZ', '2AXM', '2ERM', '2HW9', '2HWA', '2HWM', '2HZ9', '2K43', '2K4A', '2K8R', '2KI4', '2KI6', '2NTD', '2Q9X', '2RQ9', '3B9U', '3BA4', '3BA5', '3BA7', '3BAD', '3BAG', '3BAH', '3BAO', '3BAQ', '3BAU', '3BAV', '3BB2', '3CQA', '3CRG', '3CRH', '3CRI', '3CU1', '3FGM', '3FJ8', '3FJ9', '3FJA', '3FJB', '3FJC', '3FJD', '3FJE', '3FJF', '3FJH', '3FJI', '3FJJ', '3FJK', '3HOM', '3JUT', '3K1X', '3O3Q', '3OJ2', '3OJM', '3OJV', '3UD7', '3UD8', '3UD9', '3UDA', '4J23', '4Q91', '4Q9G', '4Q9P', '4QAL', '4QBC', '4QBV', '4QC4', '4QO3', '4XKI', '4YOL']",fibroblast growth factor 1
FGF10,FGF10,2255,ENSG00000070193,1NUN,fibroblast growth factor 10
FGF2,FGF2,2247,ENSG00000138685,"['1BAS', '1BFB', '1BFC', '1BFF', '1BFG', '1BLA', '1BLD', '1CVS', '1EV2', '1FGA', '1FQ9', '1II4', '1IIL', '2BFH', '2FGF', '2M49', '4FGF', '4OEE', '4OEF', '4OEG', '5X1O', '6L4O']",fibroblast growth factor 2
FGF6,FGF6,2251,ENSG00000111241,,fibroblast growth factor 6
FGF7,FGF7,2252,ENSG00000140285,,fibroblast growth factor 7
FGF9,FGF9,2254,ENSG00000102678,"['1G82', '1IHK', '5W59']",fibroblast growth factor 9
FGFR1,FGFR1,2260,ENSG00000077782,"['1AGW', '1CVS', '1EVT', '1FGI', '1FGK', '1FQ9', '1XR0', '2CR3', '2FGI', '3C4F', '3DPK', '3GQI', '3GQL', '3JS2', '3KRJ', '3KRL', '3KXX', '3KY2', '3OJV', '3RHX', '3TT0', '4F63', '4F64', '4F65', '4NK9', '4NKA', '4NKS', '4RWI', '4RWJ', '4RWK', '4RWL', '4UWB', '4UWC', '4UWY', '4V01', '4V04', '4V05', '4WUN', '4ZSA', '5A46', '5A4C', '5AM6', '5AM7', '5B7V', '5EW8', '5FLF', '5O49', '5O4A', '5UQ0', '5UR1', '5VND', '5W21', '5W59', '5Z0S', '5ZV2', '6C18', '6C19', '6C1B', '6C1C', '6C1O', '6ITJ', '6MZQ', '6MZW', '6NVL', '6P68', '6P69']",fibroblast growth factor receptor 1
FGFR2,FGFR2,2263,ENSG00000066468,"['1DJS', '1E0O', '1EV2', '1GJO', '1II4', '1IIL', '1NUN', '1OEC', '1WVZ', '2FDB', '2PSQ', '2PVF', '2PVY', '2PWL', '2PY3', '2PZ5', '2PZP', '2PZR', '2Q0B', '3B2T', '3CAF', '3CLY', '3CU1', '3DAR', '3EUU', '3OJ2', '3OJM', '3RI1', '4J23', '4J95', '4J96', '4J97', '4J98', '4J99', '4WV1', '5EG3', '5UGL', '5UGX', '5UHN', '5UI0', '6AGX', '6LVK', '6LVL', '6V6Q', '7KIA', '7KIE']",fibroblast growth factor receptor 2
FGFR2 IIIb,FGFR2,2263,ENSG00000066468,"['1DJS', '1E0O', '1EV2', '1GJO', '1II4', '1IIL', '1NUN', '1OEC', '1WVZ', '2FDB', '2PSQ', '2PVF', '2PVY', '2PWL', '2PY3', '2PZ5', '2PZP', '2PZR', '2Q0B', '3B2T', '3CAF', '3CLY', '3CU1', '3DAR', '3EUU', '3OJ2', '3OJM', '3RI1', '4J23', '4J95', '4J96', '4J97', '4J98', '4J99', '4WV1', '5EG3', '5UGL', '5UGX', '5UHN', '5UI0', '6AGX', '6LVK', '6LVL', '6V6Q', '7KIA', '7KIE']",fibroblast growth factor receptor 2
FGFR2b,Sm-FGFR2b,SMAR003253,SMAR003253,,Fibroblast Growth Factor Receptor 2b
FGFR2c,fgfr2,352940,ENSDARG00000058115,,fibroblast growth factor receptor 2
FGFR3,FGFR3,2261,ENSG00000068078,"['1RY7', '2LZL', '4K33', '6LVM', '6PNX', '7DHL']",fibroblast growth factor receptor 3
FGFR3 IIIb,FGFR3,2261,ENSG00000068078,"['1RY7', '2LZL', '4K33', '6LVM', '6PNX', '7DHL']",fibroblast growth factor receptor 3
FGFR3 IIIc,FGFR3,2261,ENSG00000068078,"['1RY7', '2LZL', '4K33', '6LVM', '6PNX', '7DHL']",fibroblast growth factor receptor 3
FGFR4,FGFR4,2264,ENSG00000160867,"['1QCT', '4QQ5', '4QQC', '4QQJ', '4QQT', '4QRC', '4R6V', '4TYE', '4TYG', '4TYI', '4TYJ', '4UXQ', '4XCU', '5JKG', '5NUD', '5NWZ', '5XFF', '5XFJ', '6IUO', '6IUP', '6J6Y', '6JPE', '6JPJ', '6NVG', '6NVH', '6NVI', '6NVJ', '6NVK', '6V9C', '6YI8', '7DTZ']",fibroblast growth factor receptor 4
FLICE,FLASH,36455,FBgn0033806,,FLICE-associated huge protein
FLT-1,FLT-1,443182,,,vascular endothelial growth factor receptor-1
Fas,FAS,355,ENSG00000026103,"['1BZI', '1DDF', '2NA7', '3EWT', '3EZQ', '3THM', '3TJE']",Fas cell surface death receptor
Fas ligand,FAS,355,ENSG00000026103,"['1BZI', '1DDF', '2NA7', '3EWT', '3EZQ', '3THM', '3TJE']",Fas cell surface death receptor
FasL,Fasl,14103,ENSMUSG00000000817,,"Fas ligand (TNF superfamily, member 6)"
Flk-1,KDR,102412057,,,kinase insert domain receptor
Flt1,FLT1,2321,ENSG00000102755,"['1FLT', '1QSV', '1QSZ', '1QTY', '1RV6', '2XAC', '3HNG', '4CKV', '4CL7', '5ABD', '5EX3', '5T89']",fms related receptor tyrosine kinase 1
Flt4,FLT4,2324,ENSG00000037280,"['4BSJ', '4BSK']",fms related receptor tyrosine kinase 4
Fos,FOS,2353,ENSG00000170345,"['1A02', '1FOS', '1S9K']","Fos proto-oncogene, AP-1 transcription factor subunit"
FosB,FOSB,2354,ENSG00000125740,"['5VPA', '5VPB', '5VPC', '5VPD', '5VPE', '5VPF', '6UCI', '6UCL', '6UCM']","FosB proto-oncogene, AP-1 transcription factor subunit"
GAP-43,GJA1,103111950,,,gap junction protein alpha 1
GFAp,GFAP,2670,ENSG00000131095,6A9P,glial fibrillary acidic protein
GITR,TNFRSF18,606971,ENSCAFG00845022900,,TNF receptor superfamily member 18
GITR ligand,TNFSF18,8995,ENSG00000120337,"['2Q1M', '2R30', '2R32', '3B93', '3B94', '7KHD']",TNF superfamily member 18
GM-CSF,GM-CSF,100137216,,,granulocyte-macrophage colony-stimulating factor
GM-CSF-R,CSF2RB,1439,ENSG00000100368,"['1C8P', '1EGJ', '1GH7', '2GYS', '2NA8', '2NA9', '4NKQ', '5DWU']",colony stimulating factor 2 receptor subunit beta
GRB2,GRB2,2885,ENSG00000177885,"['1AZE', '1BM2', '1BMB', '1CJ1', '1FHS', '1FYR', '1GCQ', '1GFC', '1GFD', '1GHU', '1GRI', '1IO6', '1JYQ', '1JYR', '1JYU', '1QG1', '1TZE', '1X0N', '1ZFP', '2AOA', '2AOB', '2H46', '2H5K', '2HUW', '2VVK', '2VWF', '2W0Z', '3C7I', '3IMD', '3IMJ', '3IN7', '3IN8', '3KFJ', '3MXC', '3MXY', '3N7Y', '3N84', '3N8M', '3OV1', '3OVE', '3S8L', '3S8N', '3S8O', '3WA4', '4P9V', '4P9Z', '5CDW', '6ICG', '6ICH', '6SDF', '6VK2', '6WM1', '6WO2']",growth factor receptor bound protein 2
GTPase-activating protein,RAP1GAP,5909,ENSG00000076864,"['1SRQ', '3BRW']",RAP1 GTPase activating protein
Gas6,GAS6,2621,ENSG00000183087,"['1H30', '2C5D', '4RA0', '5VXZ']",growth arrest specific 6
Gastrin,gastrin,103173862,ENSCMIG00000002927,,gastrin/cholecystokinin-like peptide
Glut 1,gluT,2700445,,,tRNA
Granulysin,GNLY,10578,ENSG00000115523,1L9L,granulysin
Grb2,GRB2,2885,ENSG00000177885,"['1AZE', '1BM2', '1BMB', '1CJ1', '1FHS', '1FYR', '1GCQ', '1GFC', '1GFD', '1GHU', '1GRI', '1IO6', '1JYQ', '1JYR', '1JYU', '1QG1', '1TZE', '1X0N', '1ZFP', '2AOA', '2AOB', '2H46', '2H5K', '2HUW', '2VVK', '2VWF', '2W0Z', '3C7I', '3IMD', '3IMJ', '3IN7', '3IN8', '3KFJ', '3MXC', '3MXY', '3N7Y', '3N84', '3N8M', '3OV1', '3OVE', '3S8L', '3S8N', '3S8O', '3WA4', '4P9V', '4P9Z', '5CDW', '6ICG', '6ICH', '6SDF', '6VK2', '6WM1', '6WO2']",growth factor receptor bound protein 2
Grb7,GRB7,2886,ENSG00000141738,"['1MW4', '1WGR', '2L4K', '2QMS', '3PQZ', '4WWQ', '4X6S', '5D0J', '5EEL', '5EEQ', '5TYI', '5U06', '5U1Q']",growth factor receptor bound protein 7
H-Ras,LOC367858,367858,ENSRNOG00000018301,,similar to GTPase HRas precursor (Transforming protein p21) (p21ras) (H-Ras-1) (c-H-ras)
H-ras,LOC367858,367858,ENSRNOG00000018301,,similar to GTPase HRas precursor (Transforming protein p21) (p21ras) (H-Ras-1) (c-H-ras)
HBx,HOX-2.4,407068,,,porcine homeobox
HCC-4,Ccl16-ps,20294,,,"chemokine (C-C motif) ligand 16, pseudogene"
HFE,HFE,3077,ENSG00000010704,"['1A6Z', '1C42', '1DE4']",homeostatic iron regulator
HLA-E,HLA-E,3133,,"['1KPR', '1KTL', '1MHE', '2ESV', '3AM8', '3BZE', '3BZF', '3CDG', '3CII', '5W1V', '5W1W', '6GGM', '6GH1', '6GH4', '6GHN', '6GL1']","major histocompatibility complex, class I, E"
HLH462,Id3,15903,ENSMUSG00000007872,,inhibitor of DNA binding 3
HOX11,HOX11,BGIOSGA029665,BGIOSGA029665,,Homeobox-leucine zipper protein HOX11
HVEM,Tnfrsf14,100733551,ENSCPOG00000009228,,TNF receptor superfamily member 14
Ha-Ras,Hras,101838968,ENSMAUG00000020006,,"HRas proto-oncogene, GTPase"
Hox11,HOX11,BGIOSGA029665,BGIOSGA029665,,Homeobox-leucine zipper protein HOX11
Ht 21,HT,140805,,,Hashimoto thyroiditis
Ht 31,HT,140805,,,Hashimoto thyroiditis
I-eotaxin,CCR3,1232,ENSG00000183625,,C-C motif chemokine receptor 3
ICE,ICE,692735,,,ICE protein
IFN-alpha,IFNAC,281236,,,IFN-alpha C
IFN-gamma receptor,RECEPTOR,443145,,,neuropilin-1
IFN-gamma receptor alpha chain,RECEPTOR,443145,,,neuropilin-1
IFNR,IFNR,3466,,,interferon production regulator
IFNalpha,IFNA2,103219368,,,interferon alpha 2
IGF-1 receptor,RECEPTOR,443145,,,neuropilin-1
IGF-1R,igf1r.L,108711478,,,insulin like growth factor 1 receptor L homeolog
IGF-IR,LOC117427860,117427860,,,insulin-like growth factor 1 receptor
IGIF,IL18,443206,,,interleukin 18
IL 1ra,LOC100169857,100169857,,,uncharacterized LOC100169857
IL-1 receptor,RECEPTOR,443145,,,neuropilin-1
IL-1 receptor-associated kinase,CAOG_03490,14898905,,,pelle/IL-1 receptor associated Kinase
IL-10,SPPV_03,944684,,,IL-10
IL-10 receptor,RECEPTOR,443145,,,neuropilin-1
IL-10R,Il10ra,16154,ENSMUSG00000032089,,"interleukin 10 receptor, alpha"
IL-11,IL-11,ENSCCRG00000025957,ENSCCRG00000025957,,interleukin 11a
IL-13,LOC100360218,100360218,ENSRNOG00000001713,,IL-13 receptor alpha 1
IL-13 receptor,RECEPTOR,443145,,,neuropilin-1
IL-13R,IL13RA2,3598,ENSG00000123496,3LB6,interleukin 13 receptor subunit alpha 2
IL-15,il-15,100190875,ENSGACG00000017271,,interleukin-15
IL-1RI,LOC109100305,109100305,,,interleukin-1 receptor-like 2
IL-1alpha,IL1A,101691850,,,interleukin 1 alpha
IL-1beta,LOC102448244,102448244,,,interleukin-1 beta
IL-1ra,il-1ra,100136091,,,interleukin-1 receptor antagonist
IL-2 receptor,RECEPTOR,443145,,,neuropilin-1
IL-2 receptor beta,RECEPTOR,443145,,,neuropilin-1
IL-2 receptor gamma,RECEPTOR,443145,,,neuropilin-1
IL-3,Iap11-1,111662,,,"intracisternal A particles, Il3 linked"
IL-4 receptor,RECEPTOR,443145,,,neuropilin-1
IL-4R,IL4R,791252,ENSECAG00000021525,,interleukin 4 receptor
IL-4Ralpha,il4r.2,563674,ENSDARG00000116052,,"interleukin 4 receptor, tandem duplicate 2"
IL-5 receptor,RECEPTOR,443145,,,neuropilin-1
IL-6 receptor,RECEPTOR,443145,,,neuropilin-1
IL-6.receptor,il6r,100491081,,,interleukin 6 receptor
IL-6R,il6r,100491081,,,interleukin 6 receptor
IL-7,il-7,100191071,ENSTRUG00000033482,,interleukin-7
IL-7R,IL7R,102143679,,,interleukin 7 receptor
IL-8 receptor subtypes A,a,50518,ENSMUSG00000027596,,nonagouti
IL-9,IL9,103244581,ENSCSAG00000013366,,interleukin 9
IL1R,il1r1,100491546,,,interleukin 1 receptor type 1
IL1RA,il1r1,100491546,,,interleukin 1 receptor type 1
INK4a,Cdkn2a,12578,ENSMUSG00000044303,"['1HN3', '1LNN']",cyclin dependent kinase inhibitor 2A
INK4b,CDKN2B,709209,,,cyclin dependent kinase inhibitor 2B
INK4d,cdkn2d.S,446719,,,cyclin-dependent kinase inhibitor 2D S homeolog
IRAK,RhiXN_03358,67025638,,,TKL IRAK kinase
IRF4,IRF4,3662,ENSG00000137265,"['2DLL', '6TD4', '7JM4', '7O56']",interferon regulatory factor 4
IRS-1,LOC111506503,111506503,,,insulin receptor substrate 1
IRS1,IRS1,3667,ENSG00000169047,"['1IRS', '1K3A', '1QQG', '2Z8C', '5U1M', '6BNT']",insulin receptor substrate 1
ITAM,NFAM1,150372,ENSG00000235568,,NFAT activating protein with ITAM motif 1
ITF-2,Tcf4,21413,ENSMUSG00000053477,,transcription factor 4
ITF-2a,Tcf4,21413,ENSMUSG00000053477,,transcription factor 4
ITF-2b,Tcf4,21413,ENSMUSG00000053477,,transcription factor 4
Id3,ID3,3399,,2LFH,"inhibitor of DNA binding 3, HLH protein"
Inhibin,INHA,3623,ENSG00000123999,,inhibin subunit alpha
Insulin receptor substrate 1,RECEPTOR,443145,,,neuropilin-1
Interferon-gamma,IFNG,3458,ENSG00000111537,"['1EKU', '1FG9', '1FYH', '1HIG', '3BES', '6E3K', '6E3L']",interferon gamma
Interleukin-10,IL10,3586,ENSG00000136634,"['1ILK', '1INR', '1J7V', '1LK3', '1Y6K', '2H24', '2ILK', '6X93']",interleukin 10
Interleukin-13,IL13,3596,ENSG00000169194,"['1GA3', '1IJZ', '1IK0', '1J9U', '3BPO', '3G6D', '3ITR', '3ITS', '3L5W', '3L5X', '3LB6', '4I77', '4PS4', '5E4E', '5L6Y']",interleukin 13
Interleukin-2,IL2,3558,ENSG00000109471,"['1ILM', '1ILN', '1IRL', '1M47', '1M48', '1M49', '1M4A', '1M4B', '1M4C', '1NBP', '1PW6', '1PY2', '1QVN', '1Z92', '2B5I', '2ERJ', '3INK', '3QAZ', '3QB1', '4NEJ', '4NEM', '5LQB', '5M5E', '5UTZ', '6LX3', '6LXW', '6VWU', '6YE3', '7DR4']",interleukin 2
JAK2,JAK2,3717,ENSG00000096968,"['2B7A', '2W1I', '2XA4', '3E62', '3E63', '3E64', '3FUP', '3IO7', '3IOK', '3JY9', '3KCK', '3KRR', '3LPB', '3Q32', '3RVG', '3TJC', '3TJD', '3UGC', '3ZMM', '4AQC', '4BBE', '4BBF', '4C61', '4C62', '4D0W', '4D0X', '4D1S', '4E4M', '4E6D', '4E6Q', '4F08', '4F09', '4FVP', '4FVQ', '4FVR', '4GFM', '4GMY', '4HGE', '4IVA', '4JI9', '4JIA', '4P7E', '4YTC', '4YTF', '4YTH', '4YTI', '4Z32', '4ZIM', '5AEP', '5CF4', '5CF5', '5CF6', '5CF8', '5HEZ', '5I4N', '5L3A', '5TQ3', '5TQ4', '5TQ5', '5TQ6', '5TQ7', '5TQ8', '5USY', '5USZ', '5UT0', '5UT1', '5UT2', '5UT3', '5UT4', '5UT5', '5UT6', '5WEV', '5WIJ', '5WIK', '5WIL', '5WIM', '5WIN', '6AAJ', '6BBV', '6BRW', '6BS0', '6BSS', '6D2I', '6DRW', '6E2P', '6E2Q', '6G3C', '6M9H', '6OAV', '6OBB', '6OBF', '6OBL', '6OCC', '6TPD', '6VGL', '6VN8', '6VNB', '6VNC', '6VNE', '6VNF', '6VNG', '6VNH', '6VNI', '6VNJ', '6VNK', '6VNL', '6VNM', '6VS3', '6VSN', '6WTN', '6WTO', '6WTP', '6WTQ', '6X8E', '6XJK']",Janus kinase 2
JAK2 kinase,JAK2,3717,ENSG00000096968,"['2B7A', '2W1I', '2XA4', '3E62', '3E63', '3E64', '3FUP', '3IO7', '3IOK', '3JY9', '3KCK', '3KRR', '3LPB', '3Q32', '3RVG', '3TJC', '3TJD', '3UGC', '3ZMM', '4AQC', '4BBE', '4BBF', '4C61', '4C62', '4D0W', '4D0X', '4D1S', '4E4M', '4E6D', '4E6Q', '4F08', '4F09', '4FVP', '4FVQ', '4FVR', '4GFM', '4GMY', '4HGE', '4IVA', '4JI9', '4JIA', '4P7E', '4YTC', '4YTF', '4YTH', '4YTI', '4Z32', '4ZIM', '5AEP', '5CF4', '5CF5', '5CF6', '5CF8', '5HEZ', '5I4N', '5L3A', '5TQ3', '5TQ4', '5TQ5', '5TQ6', '5TQ7', '5TQ8', '5USY', '5USZ', '5UT0', '5UT1', '5UT2', '5UT3', '5UT4', '5UT5', '5UT6', '5WEV', '5WIJ', '5WIK', '5WIL', '5WIM', '5WIN', '6AAJ', '6BBV', '6BRW', '6BS0', '6BSS', '6D2I', '6DRW', '6E2P', '6E2Q', '6G3C', '6M9H', '6OAV', '6OBB', '6OBF', '6OBL', '6OCC', '6TPD', '6VGL', '6VN8', '6VNB', '6VNC', '6VNE', '6VNF', '6VNG', '6VNH', '6VNI', '6VNJ', '6VNK', '6VNL', '6VNM', '6VS3', '6VSN', '6WTN', '6WTO', '6WTP', '6WTQ', '6X8E', '6XJK']",Janus kinase 2
JNK1,JKAMP,51528,ENSG00000050130,,JNK1/MAPK8 associated membrane protein
Jak,jak,778659,,,Janus kinase
Jak1,JAK1,3716,ENSG00000162434,"['3EYG', '3EYH', '4E4L', '4E4N', '4E5W', '4EHZ', '4EI4', '4FK6', '4GS0', '4I5C', '4IVB', '4IVC', '4IVD', '4K6Z', '4K77', '4L00', '4L01', '5E1E', '5HX8', '5IXD', '5IXI', '5KHW', '5KHX', '5L04', '5WO4', '6AAH', '6BBU', '6C7Y', '6DBN', '6ELR', '6GGH', '6HZU', '6N77', '6N78', '6N79', '6N7A', '6N7B', '6N7C', '6N7D', '6RSB', '6RSC', '6RSD', '6RSE', '6RSH', '6SM8', '6SMB', '6TPE', '6TPF', '6W8L']",Janus kinase 1
Jak3,JAK3,3718,ENSG00000105639,"['1YVJ', '3LXK', '3LXL', '3PJC', '3ZC6', '3ZEP', '4HVD', '4HVG', '4HVH', '4HVI', '4I6Q', '4QPS', '4QT1', '4RIO', '4V0G', '4Z16', '5LWM', '5LWN', '5TOZ', '5TTS', '5TTU', '5TTV', '5VO6', '5W86', '5WFJ', '6AAK', '6DA4', '6DB3', '6DB4', '6DUD', '6GL9', '6GLA', '6GLB', '6HZV', '6NY4', '7APF', '7APG', '7C3N']",Janus kinase 3
Jif-1,RPL10L,396411,,,ribosomal protein L10-like
Jun,JUN,3725,ENSG00000177606,"['1A02', '1FOS', '1JNM', '1JUN', '1S9K', '1T2K', '5FV8', '5T01', '6Y3V']","Jun proto-oncogene, AP-1 transcription factor subunit"
K-ras,LOC100159403,100159403,ACYPI000776,,K-ras-like
K6,K6,4961510,,1ZXT,K6
KDR,KDR,3791,ENSG00000128052,"['1VR2', '1Y6A', '1Y6B', '1YWN', '2M59', '2MET', '2MEU', '2OH4', '2P2H', '2P2I', '2QU5', '2QU6', '2RL5', '2X1W', '2X1X', '2XIR', '3B8Q', '3B8R', '3BE2', '3C7Q', '3CJF', '3CJG', '3CP9', '3CPB', '3CPC', '3DTW', '3EFL', '3EWH', '3KVQ', '3S35', '3S36', '3S37', '3U6J', '3V2A', '3V6B', '3VHE', '3VHK', '3VID', '3VNT', '3VO3', '3WZD', '3WZE', '4AG8', '4AGC', '4AGD', '4ASD', '4ASE', '5EW3', '5OYJ', '6GQO', '6GQP', '6GQQ', '6XVJ', '6XVK']",kinase insert domain receptor
KGFR,fgfr2,100124910,ENSXETG00000015592,,fibroblast growth factor receptor 2
LEC,lec,16839,,,laryngotracheo esophageal cleft
LIF,LIF,3976,ENSG00000128342,"['1EMR', '1PVH', '2Q7N']",LIF interleukin 6 family cytokine
LIF receptor,LIF,3976,ENSG00000128342,"['1EMR', '1PVH', '2Q7N']",LIF interleukin 6 family cytokine
LIFR,LIFR,3977,ENSG00000113594,3E0G,LIF receptor subunit alpha
LMC,Ccl16-ps,20294,,,"chemokine (C-C motif) ligand 16, pseudogene"
LPR,Lpr,692500,,,lipophorin receptor
LT-alpha,LOC107134779,107134779,,,alpha-1-antitrypsin-like protein GS55-LT
LT-beta,lt-b2,100136129,,,lymphotoxin beta 2
LTbetaR,Ltbr,17000,ENSMUSG00000030339,,lymphotoxin B receptor
Liver-expressed chemokine,CCL16,6360,,5LTL,C-C motif chemokine ligand 16
