surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
Raf1,RAF1,5894,ENSG00000132155,"['1C1Y', '1FAQ', '1FAR', '1GUA', '1RFA', '3CU8', '3IQJ', '3IQU', '3IQV', '3KUC', '3KUD', '3NKX', '3O8I', '3OMV', '4FJ3', '4G0N', '4G3X', '4IEA', '4IHL', '6NTC', '6NTD', '6PTS', '6PTW', '6VJJ', '6XGU', '6XGV', '6XHA', '6XHB', '6XI7', '7JHP']","Raf-1 proto-oncogene, serine/threonine kinase"
SMC,smc,20590,,,spondylo-metaphyseal chondrodysplasia
SMC1,SMC1,A4A49_27267,,,
SMC1,SMC1,SMAR005112,SMAR005112,,Structural maintenance of chromosomes 1
SMC1,smc1,DDB_G0291752,DDB_G0291752,,
SMC1,SMC1,39868927,,,"structural maintenance of chromosomes protein 1, putative"
SMC1,SMC1,59378180,,,Structural maintenance of chromosomes protein 1
SMC1,smc1,10446998,,,structural maintenance of chromosomes 1
SMC1,Smc1,GUITHDRAFT_147944,GUITHDRAFT_147944,,
SMC1,SMC1,AT3G54670,,,Structural maintenance of chromosomes protein 1
SMC1,SMC1,CR_03680C_A,,,Structural maintenance of chromosomes protein
SMC1,SMC1,100120085,,,structural maintenance of chromosomes 1A-like
SRC-1,src-1,171722,WBGene00005077,,Tyrosine protein-kinase src-1
SRcyp,Ppig,228005,ENSMUSG00000042133,,peptidyl-prolyl isomerase G (cyclophilin G)
SRm300,BOVATA_028760,39875153,,,"splicing coactivator subunit srm300, putative"
SRp75,PSEUBRA_SCAF18g04794,27418112,,,alternative splicing factor SRp55/B52/SRp75
STAT3,STAT3,6774,ENSG00000168610,"['5AX3', '5U5S', '6NJS', '6NUQ', '6QHD', '6TLC']",signal transducer and activator of transcription 3
SUMO-1,sumo-1,100136592,,,small ubiquitin-related protein 1
Shp-2,Bma-shp-2,WBGene00228973,,,
Siglec-1,LOC101341847,101341847,,,SIGLEC family-like protein 1
Syt,SYT,TriadG53128,TriadG53128,,Synaptotagmin
Syt,Syt,6751053,,,synaptotagmin
Syt XIII,SYT,TriadG53128,TriadG53128,,Synaptotagmin
Syt XIII,XIII,3707886,,,terminal protein
Syt XIII,Syt,6751053,,,synaptotagmin
Syt XIII,XIII,1260933,,,terminal protein
TAF(II)250,Taf1,40813,FBgn0010355,1TBA,TBP-associated factor 1
TBP,TBP,6908,ENSG00000112592,"['1C9B', '1CDW', '1JFI', '1NVP', '1TGH', '4ROC', '4ROD', '4ROE', '5FUR', '5IY6', '5IY7', '5IY8', '5IY9', '5IYA', '5IYB', '5IYC', '5IYD', '5N9G', '6MZD', '6MZL', '6MZM', '6O9L', '7EDX', '7EG7', '7EG8', '7EG9', '7EGA', '7EGB', '7EGC', '7EGD', '7EGE', '7EGF', '7EGI', '7EGJ', '7ENA', '7ENC', '7LBM', '7NVR', '7NVS', '7NVT', '7NVU', '7NVY', '7NVZ', '7NW0']",TATA-box binding protein
TBP-1,tbp-1,176054,WBGene00006542,,TATA-box-binding protein
TFIIA,,CPIJ002554,,,TFIIA
TFIIA,,ADAC004996,ADAC004996,,TFIIA
TFIIA,,PGSC0003DMG400030421,,,TFIIA
TFIIB,TfIIB,34430,FBgn0004915,,Transcription factor IIB
TFIIB,TFIIB,818761,AT2G41630,,transcription factor IIB
TFIIB,tfIIB,10447427,,,TATA binding protein of transcription factor IID
TFIIB,TFIIB,7897817,TGME49_292010,,transcription initiation factor IIB
TFIIB,tfIIB,857211,,,transcription initiation factor IIB
TFIIB,TFIIB,860312,,,transcription initiation factor
TFIIB,tfIIB,5788553,,,transcription initiation factor IIB
TFIID,tfIID,10446983,,,TATA binding protein of transcription factor IID
TFIID,tfIId,857553,,,TATA binding protein of transcription factor IID
TFIID,tfIID,857259,,,TATA binding protein of transcription factor IID
TFIID,tfIId,5788292,,,TfIId
TFIIIC,tfIIIC,10447076,,,TATA binding protein of transcription factor IIIC
TFIIIC102,gtf3c3.S,108712614,,,general transcription factor IIIC subunit 3 S homeolog
TFIIIC63,Gtf3c5,70239,ENSMUSG00000026816,,"general transcription factor IIIC, polypeptide 5"
TR2,TR2,Mycgr3G69679,,,"Beta ketoadipate:succinyl-CoA transferase, TR2"
TR2,TR2,13395668,Mycgr3G69679,,"beta ketoadipate:succinyl-CoA transferase, TR2"
Tat-binding protein-1,PGRI_045670,63707580,,,Tat binding protein 1-interacting
Tat-binding protein-1,CC77DRAFT_519456,29117600,,,Tat binding protein 1-interacting
Tat-binding protein-1,PEX2_019270,27674621,,,Tat binding protein 1-interacting
Tat-binding protein-1,OT_ostta04g02600,9834366,,,Tat binding protein 1-interacting
Tat-binding protein-1,SAICODRAFT_39827,30185470,,,Tat binding protein 1-interacting
Tat-binding protein-1,K460DRAFT_433673,63855627,,,Tat binding protein 1-interacting
Tat-binding protein-1,BDR25DRAFT_236371,54426196,,,Tat binding protein 1-interacting
Tyk-2,LOC395741,395741,,,tyrosine kinase 2
Ubc9,UBC9,851495,YDL064W,"['2EKE', '2GJD', '3ONG', '5JNE', '6Q83']",E2 SUMO-conjugating protein UBC9
Ubc9,ubc9,DDB_G0287693,DDB_G0287693,,
Ubc9,UBC9,64574684,,,E2 SUMO-conjugating protein ubc9
Ubc9,UBC9,39867830,,,"SUMO-conjugating enzyme UBC9, putative"
Ubc9,UBC9,828909,AT4G27960,,ubiquitin conjugating enzyme 9
Ubc9,UBC9,39590029,,,E2 SUMO-conjugating protein ubc9
Ubc9,UBC9,66979488,,,E2 SUMO-conjugating protein ubc9
Ubc9,UBC9,AT4G27960,,,Ubiquitin conjugating enzyme 9
Ubc9,UBC9,62198180,,,E2 SUMO-conjugating protein ubc9
Ubc9,UBC9,36287095,,,E2 SUMO-conjugating protein ubc9
VHL,VHL,7428,ENSG00000134086,"['1LM8', '1LQB', '1VCB', '3ZRC', '3ZRF', '3ZTC', '3ZTD', '3ZUN', '4AJY', '4AWJ', '4B95', '4B9K', '4BKS', '4BKT', '4W9C', '4W9D', '4W9E', '4W9F', '4W9G', '4W9H', '4W9I', '4W9J', '4W9K', '4W9L', '4WQO', '5LLI', '5N4W', '5NVV', '5NVW', '5NVX', '5NVY', '5NVZ', '5NW0', '5NW1', '5NW2', '5T35', '6BVB', '6FMI', '6FMJ', '6FMK', '6GFX', '6GFY', '6GFZ', '6GMN', '6GMQ', '6GMR', '6GMX', '6HAX', '6HAY', '6HR2', '6I7Q', '6I7R', '6R6H', '6R7F', '6SIS', '6ZHC', '7KHH']",von Hippel-Lindau tumor suppressor
acidic FGF (FGF-1),FGF,GeneID_582058,,,
acidic FGF (FGF-1),FGF,582058,GeneID_582058,,fibroblast growth factor
acidic FGF (FGF-1),fgf,1463341,,,fgf
acidic FGF (FGF-1),fgf,8887776,,,FGF
acidic FGF (FGF-1),fgf,1463329,,,fgf
acidic FGF (FGF-1),fgf,921804,,,FGF
acidic FGF (FGF-1),fgf,951799,,,putative fibroblast growth factor
acidic FGF (FGF-1),fgf,935871,,,fibroblast growth factor FGF
acidic FGF (FGF-1),fgf,40526743,,,Fibroblast growth factor
acidic FGF (FGF-1),fgf,14340168,,,fgf protein
amyloid,SAA2,6289,ENSG00000134339,,serum amyloid A2
amyloid,IAPP,3375,ENSG00000121351,"['1KUW', '2G48', '2KB8', '2L86', '3DG1', '3FPO', '3FR1', '3FTH', '3FTK', '3FTL', '3FTR', '3G7V', '3G7W', '3HGZ', '5K5G', '5KNZ', '5KO0', '5MGQ', '6UCJ', '6UCK', '6VW2', '6Y1A', '6ZRF', '6ZRQ', '6ZRR']",islet amyloid polypeptide
amyloid,SAA1,6288,,"['4IP8', '4IP9', '6MST']",serum amyloid A1
androgen receptor,RECEPTOR,443145,,,neuropilin-1
apoB,APOB,338,ENSG00000084674,,apolipoprotein B
basic FGF (FGF-2),FGF,GeneID_582058,,,
basic FGF (FGF-2),FGF,582058,GeneID_582058,,fibroblast growth factor
basic FGF (FGF-2),fgf,1463341,,,fgf
basic FGF (FGF-2),fgf,8887776,,,FGF
basic FGF (FGF-2),fgf,1463329,,,fgf
basic FGF (FGF-2),fgf,921804,,,FGF
basic FGF (FGF-2),fgf,951799,,,putative fibroblast growth factor
basic FGF (FGF-2),fgf,935871,,,fibroblast growth factor FGF
basic FGF (FGF-2),fgf,40526743,,,Fibroblast growth factor
basic FGF (FGF-2),fgf,14340168,,,fgf protein
beta 2 integrin,betA,60681909,,,choline dehydrogenase
beta 2 integrin,betA,61051597,,,choline dehydrogenase
beta 2 integrin,betA,60253976,,,choline dehydrogenase
beta 2 integrin,betA,45956561,,,choline dehydrogenase
beta 2 integrin,betA,58138987,,,choline dehydrogenase
beta 2 integrin,betA,66383652,,,choline dehydrogenase
beta 2 integrin,betA,58391691,,,choline dehydrogenase
beta 2 integrin,betA,64311646,,,choline dehydrogenase
beta 2 integrin,betA,56666241,,,choline dehydrogenase
beta 2 integrin,betA,61316828,,,choline dehydrogenase
beta-amyloid,,ADAC000909,ADAC000909,,Beta-amyloid-like protein
beta-amyloid,,LOC105622992,,,beta-amyloid-like protein
beta-amyloid,,FF38_08946,FF38_08946,,Beta-amyloid-like protein
beta-amyloid,,MDOA015280,,,beta-amyloid-like protein
beta-amyloid,,X975_12802,X975_12802,,Beta-amyloid-like protein
beta-amyloid,SRAE_X000198600,WBGene00267563,WBGene00267563,,Beta-amyloid-like protein
beta-amyloid,LOC109032272,109032272,,,beta-amyloid-like protein
beta-amyloid,LOC106460050,106460050,,,beta-amyloid-like protein
beta-amyloid,LOC106459756,106459756,,,beta-amyloid-like protein
beta-amyloid,LOC110179660,110179660,,,beta-amyloid-like protein
beta-catenin,,ML073715a,ML073715a,,Beta-catenin
beta-catenin,ctnnb1,100192284,,,beta-catenin
beta-catenin,LOC100533383,100533383,,,beta-catenin
beta-catenin,cibeta-catenin,445806,,,beta-catenin
beta-catenin,LOC576711,576711,LOC576711,,beta-catenin
beta-catenin,LOC446202,446202,,,beta-catenin
beta-catenin,BcatA,100616086,,,beta-catenin
biglycan,BGN,633,ENSG00000182492,,biglycan
c-myc,c-myc,110535641,ENSOMYG00000039293,,transcriptional regulator Myc-like
cAMP-response-element-binding-protein,Tsp_08903,10902445,EFV61908,,cAMP response element-binding protein
cAMP-response-element-binding-protein,Tsp_12770,10908188,EFV49459,,cAMP response element-binding protein
cdc2,CDC2,Os06g0687600,,,
cdc2,CDC2,BGIBMGA013134,,,Bm cdc2
cdc2,cdc2,AAEL008621,,,
cdc2,cdc2,100196122,ENSSSAG00000071214,,Cell division control protein 2 homolog
cdc2,cdc2,THAPS_35387,THAPS_35387,,
cdc2,CDC2,EHI_065280,,,
cdc2,CDC2,824036,AT3G48750,,cell division control 2
cdc2,CDC2,114188673,,,cell division control protein 2 homolog
cdc2,cdc2,SPBC11B10.09,,,cyclin-dependent protein kinase Cdk1/Cdc2
cdc2,CDC2,Mycgr3G71045,,,Cell division control protein 2 serine/threonine protein kinase
cubilin,CUBN,8029,ENSG00000107611,"['3KQ4', '6GJE']",cubilin
cystatin alpha,CYSTATIN,547777,GLYMA_15G227500,,cysteine proteinase inhibitor
cytidine deaminase,CDA,978,ENSG00000158825,1MQ0,cytidine deaminase
cytohesin-1,CYTH1,9267,ENSG00000108669,"['1BC9', '4A4P']",cytohesin 1
decorin,DCN,1634,ENSG00000011465,,decorin
desmoplakin,desmoplakin,1463319,,,desmoplakin
desmoplakin,desmoplakin,951777,,,putative desmoplakin
desmoplakin,desmoplakin,26374019,,,desmoplakin
desmoplakin,desmoplakin,26040012,,,Desmoplakin
elafin,LOC100295842,100295842,,,elafin
elafin,LOC407165,407165,,,elafin
elafin,LOC101731845,101731845,,,elafin
elafin,LOC112304141,112304141,,,elafin
elafin,LOC123329151,123329151,,,elafin
elafin,LOC123329149,123329149,,,elafin
elafin,LOC102412687,102412687,,,elafin
elafin,LOC112578696,112578696,,,elafin
elafin,LOC102392539,102392539,,,elafin
elafin,LOC101389019,101389019,,,elafin
glutathione S-transferase,GSTT2B,653689,,"['1LJR', '2LJR', '3LJR', '4MPG']",glutathione S-transferase theta 2B
glutathione S-transferase,MGST2,4258,ENSG00000085871,"['6SSR', '6SSS', '6SSU', '6SSW']",microsomal glutathione S-transferase 2
glutathione S-transferase,GSTA3,2940,ENSG00000174156,"['1TDI', '2VCV']",glutathione S-transferase alpha 3
glutathione S-transferase,GSTA4,2941,ENSG00000170899,"['1GUL', '1GUM', '3IK7']",glutathione S-transferase alpha 4
glutathione S-transferase,GSTM3,2947,ENSG00000134202,3GTU,glutathione S-transferase mu 3
glutathione S-transferase,GSTM4,2948,ENSG00000168765,4GTU,glutathione S-transferase mu 4
glutathione S-transferase,GSTM5,2949,ENSG00000134201,,glutathione S-transferase mu 5
glutathione S-transferase,GSTA5,221357,ENSG00000182793,,glutathione S-transferase alpha 5
glutathione S-transferase,GSTT4,25774,,,glutathione S-transferase theta 4
glutathione S-transferase,GSTA2,2939,ENSG00000244067,"['1AGS', '2VCT', '2WJU', '4ACS']",glutathione S-transferase alpha 2
glutathione-S-transferase,glutathione-S-transferase,HORVU.MOREX.r3.5HG0516720,HORVU.MOREX.r3.5HG0516720,,
gp130,gp130,101268915,ENSOMYG00000031654,,interleukin 6 signal transducer GP130 protein precursor
gp130,gp130,DDB_G0279921,DDB_G0279921,,
gp130,gp130,16186319,,,hypothetical protein
gp130,gp130,8622318,,,glycoprotein 130
gp130,GP130,14536709,,,GP130
heparan sulfate proteoglycan,HSPG2,3339,ENSG00000142798,"['3SH4', '3SH5']",heparan sulfate proteoglycan 2
histone deacetylase-1,Histone,3238920,,,hypothetical protein
homodimer,Tgfb3,21809,ENSMUSG00000021253,,"transforming growth factor, beta 3"
involucrin,IVL,3713,ENSG00000163207,1EU0,involucrin
loricrin,LORICRIN,4014,ENSG00000203782,,loricrin cornified envelope precursor protein
low density lipoprotein receptor,RECEPTOR,443145,,,neuropilin-1
low density lipoprotein receptor,Low,44325,,,Lightener of white
monocyte chemotactic protein-1,LOC101938916,101938916,,,monocyte chemotactic protein 1B
oncostatin M,m,44835,FBgn0002577,,miniature
oncostatin M,M,10040185,,,matrix protein
oncostatin M,M,21011774,,,matrix protein
oncostatin M,M,37626947,,,matrix protein
oncostatin M,M,2732800,,,matrix protein M
oncostatin M,M,926732,,,matrix protein
oncostatin M,M,929212,,,terminase endonuclease subunit
oncostatin M,M,951245,,,matrix protein
oncostatin M,M,37626965,,,matrix protein
oncostatin M,M,11272603,,,matrix protein
orexin 1 receptor,RECEPTOR,443145,,,neuropilin-1
p120(ctn),ctnnd1.L,398490,,,catenin delta 1 L homeolog
p300,EP300,2033,ENSG00000100393,"['1L3E', '1P4Q', '2K8F', '2MH0', '2MZD', '3BIY', '3I3J', '3IO2', '3P57', '3T92', '4BHW', '4PZR', '4PZS', '4PZT', '5BT3', '5KJ2', '5LKT', '5LKU', '5LKX', '5LKZ', '5LPK', '5LPM', '5NU5', '5XZC', '6DS6', '6FGN', '6FGS', '6GYR', '6GYT', '6K4N', '6PF1', '6PGU', '6V8B', '6V8K', '6V8N', '6V90', '7LJE']",E1A binding protein p300
p85alpha,Pik3r1,18708,ENSMUSG00000041417,,phosphoinositide-3-kinase regulatory subunit 1
pVHL,VHL,494000,ENSCAFG00845008162,,von Hippel-Lindau tumor suppressor
paxillin,PXN,5829,ENSG00000089159,"['1KKY', '1KL0', '1OW6', '1OW7', '1OW8', '2K2R', '2O9V', '2VZD', '2VZG', '2VZI', '3GM1', '3PY7', '3RQE', '3RQF', '3RQG', '3U3F', '4EDN', '4R32', '4XGZ', '4XH2', '5UWH', '6IUI', '6PW8', '6U4M', '6U4N']",paxillin
perlecan,,CPIJ004150,,,Perlecan
perlecan,,ADAC006615,ADAC006615,,perlecan
perlecan,,CPIJ007871,,,Perlecan
peroxisome proliferator-activated receptor gamma,RECEPTOR,443145,,,neuropilin-1
phosphatidylinositol 3-kinase,PIK3C3,5289,ENSG00000078142,"['3IHY', '3LS8', '4OYS', '4PH4', '4UWF', '4UWG', '4UWH', '4UWK', '4UWL', '5ANL', '5ENN', '6I3U', '6YKG', '7BL1']",phosphatidylinositol 3-kinase catalytic subunit type 3
phosphatidylinositol-3 kinase,PIK3C3,5289,ENSG00000078142,"['3IHY', '3LS8', '4OYS', '4PH4', '4UWF', '4UWG', '4UWH', '4UWK', '4UWL', '5ANL', '5ENN', '6I3U', '6YKG', '7BL1']",phosphatidylinositol 3-kinase catalytic subunit type 3
phospholipase C-gamma1,LOC109644530,109644530,,,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1-like"
pleckstrin,PLEK,5341,ENSG00000115956,"['1PLS', '1W4M', '1X05', '1XX0', '1ZM0', '2CSO', '2I5C', '2I5F']",pleckstrin
protein tyrosine phosphatase 1C,ptpn6,100144699,ENSXETG00000023918,,protein tyrosine phosphatase non-receptor type 6
raf1,RAF1,5894,ENSG00000132155,"['1C1Y', '1FAQ', '1FAR', '1GUA', '1RFA', '3CU8', '3IQJ', '3IQU', '3IQV', '3KUC', '3KUD', '3NKX', '3O8I', '3OMV', '4FJ3', '4G0N', '4G3X', '4IEA', '4IHL', '6NTC', '6NTD', '6PTS', '6PTW', '6VJJ', '6XGU', '6XGV', '6XHA', '6XHB', '6XI7', '7JHP']","Raf-1 proto-oncogene, serine/threonine kinase"
receptor protein tyrosine phosphatase,RECEPTOR,443145,,,neuropilin-1
receptor-like protein tyrosine phosphatase,LOC104026139,104026139,,,receptor-type tyrosine-protein phosphatase alpha-like
serum albumin,LOC102455806,102455806,ENSPSIG00000010012,,serum albumin
serum albumin,LOC102044659,102044659,ENSGFOG00000006000,,serum albumin
serum albumin,LOC117799414,117799414,,,serum albumin
serum albumin,LOC110563998,110563998,,,serum albumin
serum albumin,LOC102574207,102574207,,,serum albumin
serum albumin,LOC101732409,101732409,,,serum albumin
serum albumin,LOC102574907,102574907,,,serum albumin
serum albumin,LOC101359043,101359043,,,serum albumin
serum albumin,LOC102772889,102772889,,,serum albumin
serum albumin,LOC102244948,102244948,,,serum albumin
sialoadhesin,LOC105008515,105008515,ENSELUG00000016420,,sialoadhesin
sialoadhesin,LOC105923343,105923343,ENSFHEG00000016033,,sialoadhesin
sialoadhesin,si:dkey-33i11.1,112143564,ENSOMEG00000017129,,sialoadhesin
sialoadhesin,LOC101171522,101171522,ENSORLG00000006072,,sialoadhesin
sialoadhesin,LOC110519918,110519918,ENSOMYG00000040511,,sialoadhesin
sialoadhesin,LOC102079681,102079681,ENSONIG00000006928,,sialoadhesin
sialoadhesin,LOC102077851,102077851,ENSONIG00000001593,,sialoadhesin
sialoadhesin,LOC109199535,109199535,ENSONIG00000032580,,sialoadhesin
sialoadhesin,LOC105008758,105008758,ENSELUG00000032781,,sialoadhesin
sialoadhesin,LOC101863749,101863749,,,sialoadhesin
snoRNA,AF357428,ENSMUSG00000065749,ENSMUSG00000065749,,snoRNA AF357428
snoRNA,AF357425,449562,ENSMUSG00002076155,,snoRNA AF357425
snoRNA,AF357399,ENSMUSG00000077711,ENSMUSG00000077711,,snoRNA AF357399
snoRNA,DQ267101,100861571,ENSMUSG00000064496,,snoRNA DQ267101
snoRNA,DQ267102,100861572,ENSMUSG00000064417,,snoRNA DQ267102
snoRNA,DQ267100,100861570,ENSMUSG00000084549,,snoRNA DQ267100
snoRNA,AF357341,ENSMUSG00000065022,ENSMUSG00000065022,,snoRNA AF357341
snoRNA,AF357359,100303647,,,snoRNA AF357359
snoRNA,AF357399,100302567,,,snoRNA AF357399
snoRNA,AF357426,449561,,,snoRNA AF357426
splicing factor SC35,SC35,A4A49_00887,,,
splicing factor SC35,SC35,53444,FBgn0265298,,SR family splicing factor SC35
splicing factor SC35,SC35,836541,AT5G64200,,"serine/arginine-rich splicing factor-like protein, putative"
splicing factor SC35,SC35,AT5G64200,,,Serine/arginine-rich splicing factor SC35
versican,VCAN,1462,ENSG00000038427,,versican
