surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
spoIVA,spoIVA,64196354,,,stage IV sporulation protein A
spoIVA,spoIVA,60853320,,,stage IV sporulation protein A
spoIVA,spoIVA,66577047,,,stage IV sporulation protein A
spoIVA,spoIVA,66344125,,,stage IV sporulation protein A
spoIVA,spoIVA,66355027,,,stage IV sporulation protein A
spoVG,spoVG,57753963,,,septation regulator SpoVG
spoVG,spoVG,66318566,,,septation regulator SpoVG
spoVG,spoVG,64181043,,,septation regulator SpoVG
spoVG,spoVG,60840278,,,septation regulator SpoVG
spoVG,spoVG,65400857,,,septation regulator SpoVG
spoVG,spoVG,67521792,,,septation regulator SpoVG
spoVG,spoVG,61500129,,,septation regulator SpoVG
spoVG,spoVG,64048794,,,septation regulator SpoVG
spoVG,spoVG,66868843,,,septation regulator SpoVG
spoVG,spoVG,66537342,,,septation regulator SpoVG
sspE,sspE,939716,,,small acid-soluble spore protein (gamma-type SASP)
sspE,sspE,64302719,,,gamma type acid-soluble spore protein SspE
sspG,sspG,2914218,,,small acid-soluble spore protein
sspH,sspH,939208,,,small acid-soluble spore protein
sspJ,sspJ,66214516,,,small acid-soluble spore protein SspJ
sspJ,sspJ,2914269,,,small acid-soluble spore protein
sspJ,sspJ,61742080,,,small acid-soluble spore protein SspJ
sspJ,sspJ,66323367,,,small acid-soluble spore protein SspJ
sspJ,sspJ,66324975,,,small acid-soluble spore protein SspJ
sspL,sspL,67524918,,,"small, acid-soluble spore protein L"
sspL,sspL,66869578,,,"small, acid-soluble spore protein L"
sspL,sspL,56350121,,,"small, acid-soluble spore protein L"
sspL,sspL,56925759,,,"small, acid-soluble spore protein L"
sspL,sspL,64147900,,,"small, acid-soluble spore protein L"
sspL,sspL,2914255,,,small acid-soluble spore protein
sspL,sspL,64835759,,,"small, acid-soluble spore protein L"
sspL,sspL,66215659,,,"small, acid-soluble spore protein L"
sspL,sspL,65402851,,,"small, acid-soluble spore protein L"
sspL,sspL,64303975,,,"small, acid-soluble spore protein L"
sspN,SSPN,8082,ENSG00000123096,,sarcospan
tagA,tagA,DDB_G0293002,DDB_G0293002,,
tagA,TagA,10500016,,,hypothetical protein
tagA,tagA,936810,,,"N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase"
tagA,tagA,31367047,,,ABC transporter B family protein
tagA,tagA,8629052,,,ABC transporter B family protein
tagA,tagA,1789672,,,ToxR-regulated lipoprotein
tagA,tagA,888035,,,DNA-3-methyladenine glycosylase I TagA
tagA,tagA,14867214,,,ABC transporter B family protein
tagD,tagD,66537657,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,61176104,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,64196007,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,61927917,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,64314608,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,DDB_G0286123,DDB_G0286123,,
tagD,tagD,64257186,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,60354979,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,58060910,,,glycerol-3-phosphate cytidylyltransferase
tagD,tagD,66580078,,,glycerol-3-phosphate cytidylyltransferase
tlp,TLP,Os03g0663500,Os03g0663500,,
tlp,TLP,39869929,,,"TRAP-like protein, putative"
tlp,tlp,67523946,,,small acid-soluble spore protein Tlp
tlp,tlp,67508257,,,small acid-soluble spore protein Tlp
tlp,tlp,64180192,,,small acid-soluble spore protein Tlp
tlp,tlp,65399841,,,small acid-soluble spore protein Tlp
tlp,tlp,56350935,,,small acid-soluble spore protein Tlp
tlp,tlp,66347471,,,small acid-soluble spore protein Tlp
tlp,tlp,66574108,,,small acid-soluble spore protein Tlp
tlp,tlp,66870579,,,small acid-soluble spore protein Tlp
tuaA,tapT,58461000,,,pseudo
ydaE,ydaE,948959,,,Rac prophage; zinc-binding protein
ydaG,ydaG,939958,,,putative general stress protein
ydaG,ydaG,945907,,,Rac prophage; uncharacterized protein YdaG
ydaP,AL529_RS09865,31635424,,,thiamine pyrophosphate-containing protein YdaP
ydhD,ydhD,1024840,,,glutaredoxin-4
ydhD,ydhD,1252951,,,Grx4 family monothiol glutaredoxin
yfhP,yfhP,936190,,,putative membrane hydrolase
yfhP,yfhP,1254066,,,Fe-S cluster assembly transcriptional regulator IscR
yfhQ,trmJ,948610,,"['4CND', '4CNE', '4XBO']",tRNA Cm32/Um32 methyltransferase
yfhR,yfhR,915154,,,hypothetical protein
yfhR,yfhR,945059,,,putative peptidase
yfhS,yfhS,936193,,,conserved protein related to sporulation
yfkM,yfkM,64302644,,,general stress protein 18
ykuD,,PGSC0003DMG400031182,,,YkuD
ykvP,ykvP,939278,,,spore protein (HGT island)
yvyD,hpf,64305287,,,ribosome hibernation promotion factor
