surface,symbol,_id,entrezgene,ensembl_id,pdb_id,name
MAP kinase kinase,map,63999761,63999761,,,type I methionyl aminopeptidase
MAP kinase kinase,map,61055725,61055725,,,type I methionyl aminopeptidase
MAP kinase kinase,map,61282476,61282476,,,type I methionyl aminopeptidase
MAP kinase kinase,map,61387025,61387025,,,type I methionyl aminopeptidase
MAP kinase kinase,map,57108977,57108977,,,type I methionyl aminopeptidase
MAP kinase kinase,map,60991370,60991370,,,type I methionyl aminopeptidase
MCP-1,mcp-1,178982,178982,WBGene00015678,,GDP-D-glucose phosphorylase 1
MCP-1,MCP-1,100127112,100127112,ENSFCAG00000038488,,monocyte chemoattractant protein 1
MCP-1,MCP-1,100009115,100009115,,,macrophage cationic peptide 1
MIP-1 alpha,mip-1,175635,175635,WBGene00008005,,Meg-3 Interacting Protein
MIP-1 beta,mip-1,175635,175635,WBGene00008005,,Meg-3 Interacting Protein
MMP-1,MMP-1,101206689,101206689,Csa_5G632110,,metalloendoproteinase 1-like
MMP-1,MMP-1,100034145,100034145,,,matrix metalloproteinase-1
MMP-1,Mmp-1,657261,657261,TC014266,,matrix metalloproteinase 1
MMP-1,MMP-1,443463,443463,,,interstitial collagenase
MyoD,myod,100136773,100136773,ENSOMYG00000029242,,MYOD protein
MyoD,myod,778924,778924,ENSCING00000007328,,MyoD-family protein j
NADPH oxidase,NOX5,79400,79400,ENSG00000255346,6,NADPH oxidase 5
NADPH oxidase,NOX3,50508,50508,ENSG00000074771,,NADPH oxidase 3
NADPH oxidase,NOX1,27035,27035,ENSG00000007952,,NADPH oxidase 1
NADPH oxidase,NOX4,50507,50507,ENSG00000086991,,NADPH oxidase 4
NF-IL6 beta,betA,60681909,60681909,,,choline dehydrogenase
NF-IL6 beta,betA,61051597,61051597,,,choline dehydrogenase
NF-IL6 beta,betA,60253976,60253976,,,choline dehydrogenase
NF-IL6 beta,betA,45956561,45956561,,,choline dehydrogenase
NF-IL6 beta,betA,58138987,58138987,,,choline dehydrogenase
NF-IL6 beta,betA,66383652,66383652,,,choline dehydrogenase
NF-IL6 beta,betA,58391691,58391691,,,choline dehydrogenase
NF-IL6 beta,betA,61316828,61316828,,,choline dehydrogenase
NF-IL6 beta,betA,61635557,61635557,,,choline dehydrogenase
NF-IL6 beta,betA,60851331,60851331,,,choline dehydrogenase
NF-kappa B,B,44798,44798,,,Bar
NF-kappa B,B,100532763,100532763,,,Brown
NF-kappa B,B,1260630,1260630,,,gpB
NF-kappa B,B,1260691,1260691,,,internal scaffolding protein
NF-kappa B,B,8658815,8658815,,,AAA family ATPase
NF-kappa B,B,3959394,3959394,,,gpB
NF-kappa B,B,3959442,3959442,,,gpB
NF-kappa B,B,3959421,3959421,,,gpB
NF-kappa B,B,3959339,3959339,,,gpB
NF-kappa B,B,3959408,3959408,,,gpB
NR1,NR1,101216001,101216001,Csa_4G377160,,nitrate reductase [NADH]-like
NR1,nr1,445665,445665,,,nuclear receptor 1
NR1,NR1,443275,443275,,,glutamate receptor subunit
Nck,NCK2,8440,8440,ENSG00000071051,1U5S,NCK adaptor protein 2
Nck,NCKAP1,10787,10787,ENSG00000061676,3P8C,NCK associated protein 1
Nck,NCKAP5,344148,344148,ENSG00000176771,,NCK associated protein 5
Nck,NCK1,4690,4690,ENSG00000158092,2CI8,NCK adaptor protein 1
Nucleobindin,NUCB1,4924,4924,ENSG00000104805,1,nucleobindin 1
Nucleobindin,NUCB2,4925,4925,ENSG00000070081,,nucleobindin 2
P150,ssm4,2542069,2542069,SPAC27D7.13c,,p150-Glued
P150,SOCG_00830,25029814,25029814,SOCG_00830,,p150-Glued
P60,P60,26516464,26516464,,,portal protein
P60,p60,7095333,7095333,,,60kDa protein
P60,P60,13405087,13405087,,,DUF2829 domain-containing protein
P60,p60,995379,995379,,,putative movement protein
P60,p60,11258913,11258913,,,p60 protein
P60,P60,55632368,55632368,,,DUF2829 domain-containing protein
PAI-1,VDAG_02530,20703993,20703993,VDAG_02530,,protease synthase and sporulation negative regulatory protein PAI 1
PAI-1,GL218_07219,54341720,54341720,,,Protease synthase and sporulation negative regulatory protein PAI 1
PAI-1,VFPFJ_07270,28889394,28889394,,,protease synthase and sporulation negative regulatory protein PAI 1
PARP,Parp,3355109,3355109,FBgn0010247,,Poly-(ADP-ribose) polymerase
PDGF alpha,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
PDGF alpha,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
PDGF alpha,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
PDGF alpha,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
PDGF alpha,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
PDGF alpha,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
PDGF alpha,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
PDGF alpha,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
PI 3-kinase,PI,832146,832146,AT5G20240,,K-box region and MADS-box transcription factor family protein
PI 3-kinase,PI,104605842,104605842,,,floral homeotic protein PMADS 2
PI 3-kinase,pi,5656965,5656965,,,pied
PKAII beta,betA,60681909,60681909,,,choline dehydrogenase
PKAII beta,betA,61051597,61051597,,,choline dehydrogenase
PKAII beta,betA,60253976,60253976,,,choline dehydrogenase
PKAII beta,betA,45956561,45956561,,,choline dehydrogenase
PKAII beta,betA,58138987,58138987,,,choline dehydrogenase
PKAII beta,betA,66383652,66383652,,,choline dehydrogenase
PKAII beta,betA,58391691,58391691,,,choline dehydrogenase
PKAII beta,betA,61316828,61316828,,,choline dehydrogenase
PKAII beta,betA,61635557,61635557,,,choline dehydrogenase
PKAII beta,betA,60851331,60851331,,,choline dehydrogenase
PLC gamma 1,gamma,911733,911733,,,-
PLC gamma 1,gamma,26122870,26122870,,,gamma protein
PLC gamma 1,gamma,21011882,21011882,,,gamma protein
PLC gamma 1,gamma,26122884,26122884,,,gamma protein
PLC gamma 1,gamma,12218649,12218649,,,gamma protein
PLC gamma 1,gamma,20964421,20964421,,,gamma protein
PLC gamma 1,gamma,21011850,21011850,,,gamma protein
PRP9,PRP9,519859,519859,ENSBTAG00000036106,,prolactin-related protein IX
PRP9,PRP9,30037754,30037754,,,Prp9p
PRP9,PRP9,34717493,34717493,,,pre-mRNA-splicing factor PRP9
PRP9,PRP9,851531,851531,YDL030W,4DGW,SF3a splicing factor complex subunit PRP9
PS2,PS2,843632,843632,AT1G73010,,inorganic pyrophosphatase 1
PS2,PS2,817540,817540,AT2G29900,,Presenilin-2
PTF,PTF,100328998,100328998,,,pancreas transcription factor-like protein
PTF,ptf,18479469,18479469,,,tape measure protein
PTF alpha,PTF,100328998,100328998,,,pancreas transcription factor-like protein
PTF alpha,ptf,18479469,18479469,,,tape measure protein
PU.1,LOC109884432,109884432,109884432,ENSOKIG00005012736,,transcription factor PU.1
PU.1,LOC110506649,110506649,110506649,ENSOMYG00000043870,,transcription factor PU.1
PU.1,LOC112218947,112218947,112218947,ENSOTSG00005031229,,transcription factor PU.1
PU.1,LOC109895337,109895337,109895337,ENSOKIG00005011365,,transcription factor PU.1
PU.1,LOC112249298,112249298,112249298,ENSOTSG00005008162,,transcription factor PU.1
PU.1,LOC103173055,103173055,103173055,ENSCMIG00000004579,,transcription factor PU.1
PU.1,LOC109048595,109048595,109048595,ENSCCRG00000015722,,transcription factor PU.1
PU.1,LOC111183964,111183964,111183964,ENSDLEG00000000443,,transcription factor PU.1
PU.1,LOC103672387,103672387,103672387,ENSUMAG00000009255,,transcription factor PU.1
PU.1,LOC105889848,105889848,105889848,,,transcription factor PU.1
Presenilin 1,1,1262422,1262422,,,T3/T7-like RNA polymerase
Presenilin 1,1,3416177,3416177,,,deoxynucleoside monophosphate kinase
Presenilin 1,1,920970,920970,,,portal protein
Presenilin 1,1,1732943,1732943,,,P27 family terminase small subunit
Presenilin 1,1,1259213,1259213,,,hypothetical protein
Presenilin 1,1,2700962,2700962,,,HNH endonuclease
Presenilin 1,1,2657180,2657180,,,adenylate kinase
Presenilin 1,1,2610612,2610612,,,deoxynucleoside monophosphate kinase
Presenilin 1,1,1258857,1258857,,,gp1
Presenilin 1,1,10323382,10323382,,,gp3 dNMP kinase
QM,qm,38816,38816,FBgn0019662,,quemao
RAFT,RFTN1,23180,23180,ENSG00000131378,,"raftlin, lipid raft linker 1"
RAFT,ERLIN2,11160,11160,ENSG00000147475,,ER lipid raft associated 2
RAFT,ERLIN1,10613,10613,ENSG00000107566,,ER lipid raft associated 1
RAP74,RAP74,826874,826874,AT4G12610,,transcription initiation factor IIF subunit alpha RAP74
RBP,RBP,396449,396449,ENSGALG00000010293,6,riboflavin binding protein
RBP,Rbp,41880,41880,FBgn0262483,4Z88,RIM-binding protein
RII alpha,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
RII alpha,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
RII alpha,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
RII alpha,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
RII alpha,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
RII alpha,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
RII alpha,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
RII alpha,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
RII beta,betA,60681909,60681909,,,choline dehydrogenase
RII beta,betA,61051597,61051597,,,choline dehydrogenase
RII beta,betA,60253976,60253976,,,choline dehydrogenase
RII beta,betA,45956561,45956561,,,choline dehydrogenase
RII beta,betA,58138987,58138987,,,choline dehydrogenase
RII beta,betA,66383652,66383652,,,choline dehydrogenase
RII beta,betA,58391691,58391691,,,choline dehydrogenase
RII beta,betA,61316828,61316828,,,choline dehydrogenase
RII beta,betA,61635557,61635557,,,choline dehydrogenase
RII beta,betA,60851331,60851331,,,choline dehydrogenase
RNA polymerase II subunit 5,polymerase,940229,940229,,,putative RNA-dependent RNA polymerase
RNA polymerase II subunit 5,polymerase,956582,956582,,,RNA polymerase
RPB5,Rpb5,36160,36160,FBgn0033571,,Rpb5
Raf,Raf,31221,31221,FBgn0003079,,Raf oncogene
RasGAP,CMQ_4845,25978101,25978101,,,RasGAP
RasGAP,GMORB2_3427,55969655,55969655,,,RasGAP
Rb-associated protein,LOC101320595,101320595,101320595,,,RB-associated KRAB zinc finger protein
Rb-associated protein,LOC103299152,103299152,103299152,,,RB-associated KRAB zinc finger protein
RbAP46,BESB_005920,40305655,40305655,,,RbAp46
RbAP46,TGME49_247250,7897966,7897966,TGME49_247250,,RbAp46
Rhodanese,EXE55_RS18620,58137958,58137958,,,rhodanese
Rhodanese,IR196_RS19920,61318278,61318278,,,rhodanese
Rhodanese,HBA19_RS05615,56890903,56890903,,,rhodanese
Rhodanese,B9N54_RS02120,60839639,60839639,,,rhodanese
Rhodanese,FOC38_RS16665,58048590,58048590,,,rhodanese
Rhodanese,AET41_RS13215,67420517,67420517,,,rhodanese
Rhodanese,AMC88_RS16985,45958713,45958713,,,rhodanese
Rhodanese,HED66_RS18775,60851005,60851005,,,rhodanese
Rhodanese,C7M65_RS05260,66713526,66713526,,,rhodanese
Rhodanese,CEP64_RS19700,33958077,33958077,,,rhodanese
SAKAP II,II,1260890,1260890,,,replication initiation protein
SAKAP II,II,3707873,3707873,,,receptor binding
SAKAP II,II,1260937,1260937,,,receptor binding
SAKAP II,II,912256,912256,,,hypothetical protein
SAKAP II,II,43131477,43131477,,,replication endonuclease
SAKAP II,II,927328,927328,,,replication initiation protein
SCF,scf,38145,38145,FBgn0025682,,supercoiling factor
SCF,scf,692759,692759,,,DNA supercoiling factor
SCF,SCF,100326173,100326173,,,Backfat between 3rd and 4th last ribs
SCF,SCF,100326747,100326747,,,Backfat between 3rd and 4th last ribs
SCF,SCF,100326830,100326830,,,Backfat between 3rd and 4th last ribs
SCF,SCF,100326950,100326950,,,backfat above muscle dorsi
SCF,SCF,100327024,100327024,,,backfat above muscle dorsi
SCF,SCF,100323669,100323669,,,Backfat between 3rd and 4th last ribs
SCF,SCF,100325127,100325127,,,backfat above muscle dorsi
SCF,SCF,100323712,100323712,,,backfat above muscle dorsi
SF3a,PRP21,59370940,59370940,,,SF3a splicing factor complex subunit
SF3a,Aud_002952,66990428,66990428,,,SF3a splicing factor complex subunit
SF3a,PRP21,66985952,66985952,,,SF3a splicing factor complex subunit
SF3a,CAALFM_C501930WA,3643741,3643741,C5_01930W_A,,SF3a splicing factor complex subunit
SF3a,PRP21,36285444,36285444,,,SF3a splicing factor complex subunit
SF3a,PRP21,64966372,64966372,,,SF3a splicing factor complex subunit
SF3a,PRP21,64972917,64972917,,,SF3a splicing factor complex subunit
SF3a,PRP21,54329786,54329786,,,SF3a splicing factor complex subunit
SF3a,PRP21,66118007,66118007,,,SF3a splicing factor complex subunit
SHC,Shc,44052,44052,FBgn0015296,,SHC-adaptor protein
SHC,shc,61366065,61366065,,,squalene--hopene cyclase
SHC,shc,56452777,56452777,,,squalene--hopene cyclase
SHC,shc,61366358,61366358,,,squalene--hopene cyclase
SHC,shc,58138701,58138701,,,squalene--hopene cyclase
SHC,shc,66350963,66350963,,,pseudo
SHC,shc,61468705,61468705,,,squalene--hopene cyclase
SHC,shc,64068284,64068284,,,squalene--hopene cyclase
SHC,shc,67524475,67524475,,,squalene--hopene cyclase
SHC,shc,15144091,15144091,,,squalene--hopene cyclase
SKR1,acvr1,550111,550111,ENSXETG00000010380,,activin A receptor type 1
SKR1,acvr1.S,399083,399083,,,activin A receptor type 1 S homeolog
SPF,SPF,407567,407567,,,Average instron (star probe) force
SPF,SPF,100323428,100323428,,,Average instron (star probe) force
SPF,SPF,100326050,100326050,,,Average instron (star probe) force
SPF,SPF,100325174,100325174,,,Average instron (star probe) force
SPF,SPF,407586,407586,,,Average instron (star probe) force
SPF,SPF,100326278,100326278,,,Average instron (star probe) force
SPF,SPF,100326147,100326147,,,Average instron (star probe) force
SPF,SPF,100326702,100326702,,,Average instron (star probe) force
SPF,Spf,44331,44331,,,Spadefoot
SPF,spf,1027368,1027368,,,ncRNA
SREBP-1,SREBP-1,100008784,100008784,,,sterol regulatory element binding protein-1
SREBP-1,SREBP-1,396572,396572,,,sterol regulatory element binding protein 1
SV40 T antigen,T,20997,20997,ENSMUSG00000062327,,"brachyury, T-box transcription factor T"
SV40 T antigen,t,20998,20998,,,t-complex
SV40 large T antigen,T,20997,20997,ENSMUSG00000062327,,"brachyury, T-box transcription factor T"
SV40 large T antigen,t,20998,20998,,,t-complex
Shc,Shc,44052,44052,FBgn0015296,,SHC-adaptor protein
Shc,shc,61366065,61366065,,,squalene--hopene cyclase
Shc,shc,56452777,56452777,,,squalene--hopene cyclase
Shc,shc,61366358,61366358,,,squalene--hopene cyclase
Shc,shc,58138701,58138701,,,squalene--hopene cyclase
Shc,shc,66350963,66350963,,,pseudo
Shc,shc,61468705,61468705,,,squalene--hopene cyclase
Shc,shc,64068284,64068284,,,squalene--hopene cyclase
Shc,shc,67524475,67524475,,,squalene--hopene cyclase
Shc,shc,15144091,15144091,,,squalene--hopene cyclase
Snf,snf,31442,31442,FBgn0003449,2AYM,sans fille
Sterile-5,SAMD5,103537086,103537086,,,sterile alpha motif domain containing 5
Sterile-5,SAMD5,104300881,104300881,,,sterile alpha motif domain containing 5
Sterile-5,SAMD5,104056922,104056922,,,sterile alpha motif domain containing 5
Sterile-5,SAMD5,104550628,104550628,,,sterile alpha motif domain containing 5
Sterile-5,SAMD5,123033083,123033083,,,sterile alpha motif domain containing 5
Swi,Iswi,36390,36390,FBgn0011604,1,Imitation SWI
Syntrophin,SNTB2,6645,6645,,2,syntrophin beta 2
Syntrophin,SNTG2,54221,54221,,,syntrophin gamma 2
Syntrophin,SNTG1,54212,54212,ENSG00000147481,,syntrophin gamma 1
Syntrophin,SNTA1,6640,6640,ENSG00000101400,,syntrophin alpha 1
Syntrophin,SNTB1,6641,6641,ENSG00000172164,,syntrophin beta 1
T-cell receptor zeta chain,zeta,445762,445762,ENSCING00000019274,,proteasome Z subunit
T-cell receptor zeta chain,RECEPTOR,443145,443145,,,neuropilin-1
TAF,Taf,10216626,10216626,,,Tripped-and-fell
TAF,taf,10447200,10447200,,,transcriotion associated factor
TAF,taf,1489967,1489967,,,taf protein
TAFII30 alpha,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
TAFII30 alpha,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
TAFII30 alpha,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
TAFII30 alpha,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
TAFII30 alpha,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
TAFII30 alpha,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
TAFII30 alpha,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
TAFII30 alpha,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
TAFII30 beta,betA,60681909,60681909,,,choline dehydrogenase
TAFII30 beta,betA,61051597,61051597,,,choline dehydrogenase
TAFII30 beta,betA,60253976,60253976,,,choline dehydrogenase
TAFII30 beta,betA,45956561,45956561,,,choline dehydrogenase
TAFII30 beta,betA,58138987,58138987,,,choline dehydrogenase
TAFII30 beta,betA,66383652,66383652,,,choline dehydrogenase
TAFII30 beta,betA,58391691,58391691,,,choline dehydrogenase
TAFII30 beta,betA,61316828,61316828,,,choline dehydrogenase
TAFII30 beta,betA,61635557,61635557,,,choline dehydrogenase
TAFII30 beta,betA,60851331,60851331,,,choline dehydrogenase
TAP,tap,39935,39935,FBgn0015550,,target of Poxn
TAP,TAP,286837,286837,ENSBTAG00000048171,,tracheal antimicrobial peptide
TAP,tap,60895721,60895721,,,methyl-accepting chemotaxis protein IV
TAP,tap,66674224,66674224,,,methyl-accepting chemotaxis protein IV
TAP,tap,58462574,58462574,,,RepA leader peptide Tap
TAP,tap,58462723,58462723,,,RepA leader peptide Tap
TAP,tap,58462848,58462848,,,pseudo
TAP,tap,60930854,60930854,,,methyl-accepting chemotaxis protein IV
TAP,tap,67461646,67461646,,,methyl-accepting chemotaxis protein IV
TAP,tap,66902847,66902847,,,methyl-accepting chemotaxis protein IV
TATA binding protein,tatA,28663171,28663171,,,twin-arginine translocase TatA/TatE family subunit
TATA binding protein,tatA,61280828,61280828,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,61391393,61391393,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,29368158,29368158,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,58137010,58137010,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,63995818,63995818,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,61322576,61322576,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,49971447,49971447,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,58136573,58136573,,,Sec-independent protein translocase subunit TatA
TATA binding protein,tatA,60925277,60925277,,,twin-arginine translocase TatA/TatE family subunit
TATA binding subunit,tatA,28663171,28663171,,,twin-arginine translocase TatA/TatE family subunit
TATA binding subunit,tatA,61280828,61280828,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,61391393,61391393,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,29368158,29368158,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,58137010,58137010,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,63995818,63995818,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,61322576,61322576,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,49971447,49971447,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,58136573,58136573,,,Sec-independent protein translocase subunit TatA
TATA binding subunit,tatA,60925277,60925277,,,twin-arginine translocase TatA/TatE family subunit
TATA box binding protein,tatA,28663171,28663171,,,twin-arginine translocase TatA/TatE family subunit
TATA box binding protein,tatA,61280828,61280828,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,61391393,61391393,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,29368158,29368158,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,58137010,58137010,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,63995818,63995818,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,61322576,61322576,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,49971447,49971447,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,58136573,58136573,,,Sec-independent protein translocase subunit TatA
TATA box binding protein,tatA,60925277,60925277,,,twin-arginine translocase TatA/TatE family subunit
TATA box-binding protein,tatA,28663171,28663171,,,twin-arginine translocase TatA/TatE family subunit
TATA box-binding protein,tatA,61280828,61280828,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,61391393,61391393,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,29368158,29368158,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,58137010,58137010,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,63995818,63995818,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,61322576,61322576,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,49971447,49971447,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,58136573,58136573,,,Sec-independent protein translocase subunit TatA
TATA box-binding protein,tatA,60925277,60925277,,,twin-arginine translocase TatA/TatE family subunit
TATA-binding protein,Tbp,37476,37476,FBgn0003687,,TATA binding protein
TFIIB,TfIIB,34430,34430,FBgn0004915,,Transcription factor IIB
TFIIB,TFIIB,818761,818761,AT2G41630,,transcription factor IIB
TFIIB,tfIIB,10447427,10447427,,,TATA binding protein of transcription factor IID
TFIIB,TFIIB,7897817,7897817,TGME49_292010,,transcription initiation factor IIB
TFIIB,tfIIB,857211,857211,,,transcription initiation factor IIB
TFIIB,TFIIB,860312,860312,,,transcription initiation factor
TFIIB,tfIIB,5788553,5788553,,,transcription initiation factor IIB
TFIID,tfIID,10446983,10446983,,,TATA binding protein of transcription factor IID
TFIID,tfIId,857553,857553,,,TATA binding protein of transcription factor IID
TFIID,tfIID,857259,857259,,,TATA binding protein of transcription factor IID
TFIID,tfIId,5788292,5788292,,,TfIId
TFIID beta,tfIID,10446983,10446983,,,TATA binding protein of transcription factor IID
TFIID beta,tfIId,857553,857553,,,TATA binding protein of transcription factor IID
TFIID beta,tfIID,857259,857259,,,TATA binding protein of transcription factor IID
TFIID beta,tfIId,5788292,5788292,,,TfIId
TGFbeta,tgfbr-ic,445775,445775,ENSCING00000014075,,TGFbeta-recepter I homologue
TIMP-1,timp-1,179199,179199,WBGene00019476,,NTR domain-containing protein
TIMP-1,timp-1,100135142,100135142,,,tissue inhibitor of metalloproteinase-1
TNF-alpha,tnf-alpha,100137091,100137091,,,tumor necrosis factor alpha
TNF-alpha,tnf-alpha,100136034,100136034,,,tumour necrosis factor alpha-like
TNF-beta,LTB,102135554,102135554,,,lymphotoxin beta
TNF-beta,LTB,102542173,102542173,,,lymphotoxin beta
TNFR-associated factor 2,2,18990000,18990000,,,hypothetical protein
TNFR-associated factor 2,2,2610712,2610712,,,DNA end protector protein
TNFR-associated factor 2,2,921009,921009,,,PBSX family terminase large subunit
TNFR-associated factor 2,2,1732947,1732947,,,terminase large subunit
TNFR-associated factor 2,2,2657174,2657174,,,terminase
TNFR-associated factor 2,2,1259214,1259214,,,hypothetical protein
TNFR-associated factor 2,2,2700963,2700963,,,terminase small subunit
TNFR-associated factor 2,2,3416180,3416180,,,DNA end protector protein
TNFR-associated factor 2,2,1262411,1262411,,,inhibitor of host bacterial RNA polymerase
TNFR-associated factor 2,2,2777092,2777092,,,terminase large subunit
TPO1,TPO1,30033901,30033901,,,Tpo1p
TPO1,TPO1,30034284,30034284,,,Tpo1p
TPO1,TPO1,30035103,30035103,,,Tpo1p
TPO1,TPO1,30036749,30036749,,,Tpo1p
TPO1,TPO1,30034553,30034553,,,Tpo1p
TPO1,TPO1,30034512,30034512,,,Tpo1p
TPO1,TPO1,30037858,30037858,,,Tpo1p
TPO1,TPO1,34716089,34716089,,,polyamine transporter 1
TPO1,TPO1,850631,850631,YLL028W,,Tpo1p
TR subtype beta 1,TR,36275534,36275534,,,tRNA
TR subtype beta 1,TR,9681800,9681800,,,thioredoxin-disufide reductase
TR subtype beta 1,TR,20229104,20229104,,,selenoprotein
TR subtype beta 1,TR,8250071,8250071,,,thioredoxin-disulfide reductase
TcR zeta,zeta,445762,445762,ENSCING00000019274,,proteasome Z subunit
TcR zeta,Tcr,47207,47207,,,Third chromosome alpha methyl dopa-resistant
TrkA,trkA,56453389,56453389,,,Trk system potassium transporter TrkA
TrkA,trkA,57752442,57752442,,,Trk system potassium transporter TrkA
TrkA,trkA,61224586,61224586,,,Trk system potassium transporter TrkA
TrkA,trkA,61636047,61636047,,,Trk system potassium transporter TrkA
TrkA,trkA,63996851,63996851,,,Trk system potassium transporter TrkA
TrkA,trkA,61281785,61281785,,,Trk system potassium transporter TrkA
TrkA,trkA,60897178,60897178,,,Trk system potassium transporter TrkA
TrkA,trkA,64441058,64441058,,,Trk system potassium transporter TrkA
TrkA,trkA,49970634,49970634,,,Trk system potassium transporter TrkA
TrkA,trkA,61317338,61317338,,,Trk system potassium transporter TrkA
U2AF65,TraAM80_03636,40327569,40327569,,,U2AF65-like splicing factor
U2AF65,Tco025E_06245,40319856,40319856,,,U2AF65-like splicing factor
U2AF65,Tco025E_07900,40321511,40321511,,,U2AF65-like splicing factor
U2AF65,TM35_000012170,39980678,39980678,,,U2AF65-like splicing factor
U2AF65,DQ04_00041180,20378224,20378224,,,U2AF65-like splicing factor
USF,usf,778989,778989,ENSCING00000008157,,transcription factor protein
USF,Usf,31384,31384,FBgn0029711,,Usf
VEGF,vegf,100136118,100136118,ENSOMYG00000010298,,vascular endothelial growth factor precursor
VEGF,VEGF,100329011,100329011,,,vascular endothelial growth factor
VP16,HaHiIcV2_gp24,14517155,14517155,,,VP16
VP16,P23-77_gp18,11468001,11468001,,3ZMO,VP16
Vascular endothelial growth factor,VEGFD,2277,2277,ENSG00000165197,2,vascular endothelial growth factor D
Vascular endothelial growth factor,VEGFB,7423,7423,ENSG00000173511,2C7W,vascular endothelial growth factor B
Vascular endothelial growth factor,VEGFC,7424,7424,ENSG00000150630,2X1W,vascular endothelial growth factor C
Vascular endothelial growth factor,VEGFA,7422,7422,ENSG00000112715,1BJ1,vascular endothelial growth factor A
XPD,Xpd,37414,37414,FBgn0261850,,Xeroderma pigmentosum D
XPD,XPD,39733005,39733005,,,"TFIIH basal transcription factor complex helicase XPD subunit, putative"
XPD,XPD,39868021,39868021,,,"TFIIH basal transcription factor complex helicase XPD subunit, putative"
activin beta,betA,60681909,60681909,,,choline dehydrogenase
activin beta,betA,61051597,61051597,,,choline dehydrogenase
activin beta,betA,60253976,60253976,,,choline dehydrogenase
activin beta,betA,45956561,45956561,,,choline dehydrogenase
activin beta,betA,58138987,58138987,,,choline dehydrogenase
activin beta,betA,66383652,66383652,,,choline dehydrogenase
activin beta,betA,58391691,58391691,,,choline dehydrogenase
activin beta,betA,61316828,61316828,,,choline dehydrogenase
activin beta,betA,61635557,61635557,,,choline dehydrogenase
activin beta,betA,60851331,60851331,,,choline dehydrogenase
alpha 1-syntrophin,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha 1-syntrophin,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha 1-syntrophin,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
